Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Gravity Strength,Has Biosphere,Discovery Year,Star Name,ObjectType
Kepler-621 b,3.206,43.77,Ice Giant,High,0,2018,Kepler-621,P
HD 93351 b,3.2,44.72,Proto Planet,Low,1,2021,HD 93351,P
Kepler-81 b,3.2,102.64,Ice Giant,High,0,2016,Kepler-81,P
TrES-2 b,3.2,102.67,Proto Planet,Low,1,2016,TrES-2,P
K2-208 b,3.195,15.02,Ice Giant,High,0,2020,K2-208,P
OGLE-2015-BLG-1771L b,3.19,2.88,Proto Planet,Low,1,2020,OGLE-2015-BLG-1771L,P
ups And b,3.19,117.87,Ice Giant,High,0,2016,ups And,P
K2-269 b,3.18,47.32,Dwarf Planet,Low,1,2020,K2-269,P
TOI-544 c,3.18,30.93,Proto Planet,Low,1,2016,TOI-544,P
Kepler-613 b,3.178,97.37,Garden World,Medium,1,2018,Kepler-613,P
Kepler-638 b,3.172,32.6,Dwarf Planet,Low,1,2018,Kepler-638,P
Kepler-663 b,3.172,17.38,Gas Giant,High,0,2018,Kepler-663,P
GJ 160.2 b,3.17,95.44,Garden World,Medium,1,2014,GJ 160.2,P
K2-148 d,3.17,1.86,Ice Giant,High,0,2004,K2-148,P
K2-90 b,3.17,116.68,Dwarf Planet,Low,1,2006,K2-90,P
OGLE-2018-BLG-1011L b,3.17,36.68,Gas Giant,High,0,2024,OGLE-2018-BLG-1011L,P
HIP 54597 b,3.16,18.65,Gas Giant,High,0,2019,HIP 54597,P
Qatar-9 b,3.15,16.1,Dwarf Planet,Low,1,2016,Qatar-9,P
Kepler-774 b,3.134,46.31,Proto Planet,Low,1,2016,Kepler-774,P
HIP 77900 b,3.13,45.15,Proto Planet,Low,1,2021,HIP 77900,P
Kepler-651 b,3.13,49.1,Proto Planet,Low,1,2018,Kepler-651,P
Kepler-743 b,3.13,12.23,Garden World,Medium,1,2018,Kepler-743,P
TOI-1224 b,3.13,116.4,Proto Planet,Low,1,2014,TOI-1224,P
Kepler-845 b,3.124,88.22,Garden World,Medium,1,2022,Kepler-845,P
KMT-2019-BLG-1367L b,3.12,84.02,Dwarf Planet,Low,1,2022,KMT-2019-BLG-1367L,P
TOI-5616 b,3.12,23.26,Ice Giant,High,0,2010,TOI-5616,P
TOI-1221 b,3.1,112.51,Dwarf Planet,Low,1,2014,TOI-1221,P
HD 108236 e,3.083,115.6,Ice Giant,High,0,2020,HD 108236,P
GJ 9689 b,3.07,98.81,Gas Giant,High,0,2020,GJ 9689,P
K2-79 b,3.065,4.68,Proto Planet,Low,1,2021,K2-79,P
DMPP-1 c,3.06,31.58,Proto Planet,Low,1,2019,DMPP-1,P
Kepler-760 b,3.06,122.49,Chthonian Planet,Low,1,2019,Kepler-760,P
K2-164 b,3.05,111.13,Gas Giant,High,0,2021,K2-164,P
Kepler-744 b,3.05,55.42,Proto Planet,Low,1,2018,Kepler-744,P
WASP-124 b,3.05,52.15,Ice Giant,High,0,2016,WASP-124,P
K2-395 c,3.04,1.92,Chthonian Planet,Low,1,2009,K2-395,P
K2-27 b,3.03,0.32,Gas Giant,High,0,2020,K2-27,P
KMT-2018-BLG-0087L b,3.03,76.1,Garden World,Medium,1,2025,KMT-2018-BLG-0087L,P
TOI-6086 b,3.02,15.29,Proto Planet,Low,1,2016,TOI-6086,P
Kepler-595 b,3.013,112.15,Chthonian Planet,Low,1,2021,Kepler-595,P
TOI-1184 b,3.01,57.39,Chthonian Planet,Low,1,2016,TOI-1184,P
TOI-1272 b,3.01,85.58,Dwarf Planet,Low,1,2016,TOI-1272,P
bet UMi b,3.01,116.5,Chthonian Planet,Low,1,2016,bet UMi,P
K2-368 d,3,50.18,Gas Giant,High,0,2016,K2-368,P
Kepler-1005 b,3,24.77,Chthonian Planet,Low,1,2022,Kepler-1005,P
Kepler-589 c,3,96.75,Gas Giant,High,0,2017,Kepler-589,P
Kepler-723 b,3,32.32,Proto Planet,Low,1,2018,Kepler-723,P
K2-209 b,2.995,77.88,Gas Giant,High,0,2020,K2-209,P
K2-261 b,2.99,79.25,Ice Giant,High,0,2022,K2-261,P
OGLE-2014-BLG-1760L b,2.99,74.68,Chthonian Planet,Low,1,2022,OGLE-2014-BLG-1760L,P
TrES-5 b,2.99,70.55,Dwarf Planet,Low,1,2016,TrES-5,P
K2-18 c,2.98,10.06,Chthonian Planet,Low,1,2017,K2-18,P
Kepler-75 b,2.98,68.29,Dwarf Planet,Low,1,2018,Kepler-75,P
HIP 56640 b,2.97,25.85,Ice Giant,High,0,2024,HIP 56640,P
TOI-700 d,2.96,74.97,Dwarf Planet,Low,1,2016,TOI-700,P
GJ 685 b,2.95,1.87,Garden World,Medium,1,2019,GJ 685,P
Kepler-741 b,2.95,104.45,Gas Giant,High,0,2018,Kepler-741,P
Kepler-82 c,2.945,103.92,Ice Giant,High,0,2022,Kepler-82,P
K2-178 b,2.94,14.65,Proto Planet,Low,1,2015,K2-178,P
TOI-1231 b,2.94,68.13,Gas Giant,High,0,2016,TOI-1231,P
TOI-5238 b,2.94,30.88,Chthonian Planet,Low,1,2016,TOI-5238,P
WASP-121 b,2.94,84.77,Proto Planet,Low,1,2016,WASP-121,P
WASP-16 b,2.94,59.49,Proto Planet,Low,1,2014,WASP-16,P
K2-14 b,2.93,120.64,Proto Planet,Low,1,2023,K2-14,P
KMT-2021-BLG-0748L b,2.93,113.1,Dwarf Planet,Low,1,2021,KMT-2021-BLG-0748L,P
Kepler-732 c,2.93,120.41,Ice Giant,High,0,2018,Kepler-732,P
Kepler-770 d,2.93,54.57,Gas Giant,High,0,2020,Kepler-770,P
TOI-1260 d,2.93,95.73,Garden World,Medium,1,2016,TOI-1260,P
HIP 67522 b,2.916,85.45,Proto Planet,Low,1,2019,HIP 67522,P
K2-77 b,2.916,14.42,Gas Giant,High,0,2021,K2-77,P
K2-413 c,2.91,82.67,Garden World,Medium,1,2019,K2-413,P
Kepler-81 d,2.906,93.32,Dwarf Planet,Low,1,2022,Kepler-81,P
Kepler-594 b,2.904,56.56,Chthonian Planet,Low,1,2017,Kepler-594,P
TOI-1408 b,2.903,66.57,Ice Giant,High,0,2014,TOI-1408,P
Kepler-579 b,2.9,9.48,Ice Giant,High,0,2017,Kepler-579,P
Kepler-722 b,2.9,116.7,Garden World,Medium,1,2018,Kepler-722,P
WASP-94 A b,2.9,78.95,Ice Giant,High,0,2016,WASP-94,P
KIC 3558849 b,2.896,96.61,Ice Giant,High,0,2024,KIC 3558849,P
GJ 682 c,2.89,88.45,Ice Giant,High,0,2014,GJ 682,P
KMT-2019-BLG-1216L b,2.89,88.02,Ice Giant,High,0,2021,KMT-2019-BLG-1216L,P
MOA-2007-BLG-400L b,2.89,13.18,Ice Giant,High,0,2016,MOA-2007-BLG-400L,P
HD 109833 b,2.888,119.06,Proto Planet,Low,1,2022,HD 109833,P
KELT-16 b,2.884,40.65,Dwarf Planet,Low,1,2024,KELT-16,P
Kepler-823 b,2.88,48.36,Gas Giant,High,0,2022,Kepler-823,P
PDS 70 b,2.88,105.14,Dwarf Planet,Low,1,2013,PDS 70,P
GJ 229 A c,2.87,47.1,Dwarf Planet,Low,1,2020,GJ 229,P
KOI-3503 c,2.87,44.69,Gas Giant,High,0,2019,KOI-3503,P
OGLE2-TR-L9 b,2.87,36.35,Dwarf Planet,Low,1,2013,OGLE2-TR-L9,P
TIC 139270665 b,2.87,110.03,Chthonian Planet,Low,1,2016,TIC 139270665,P
TOI-561 e,2.87,75.57,Dwarf Planet,Low,1,2010,TOI-561,P
WASP-92 b,2.86,23.24,Proto Planet,Low,1,2016,WASP-92,P
HIP 65407 c,2.857,97.37,Ice Giant,High,0,2023,HIP 65407,P
HD 9174 b,2.852,73.92,Ice Giant,High,0,2023,HD 9174,P
BD-06 1339 b,2.85,83.44,Dwarf Planet,Low,1,2013,BD-06 1339,P
K2-199 c,2.85,99.21,Gas Giant,High,0,2021,K2-199,P
K2-393 b,2.85,123.1,Gas Giant,High,0,2019,K2-393,P
Kepler-657 b,2.85,55.93,Gas Giant,High,0,2018,Kepler-657,P
EPIC 220674823 c,2.836,68.97,Gas Giant,High,0,2016,EPIC 220674823,P
Kepler-631 b,2.836,53.71,Dwarf Planet,Low,1,2018,Kepler-631,P
CoRoT-7 c,2.83,14.68,Dwarf Planet,Low,1,2009,CoRoT-7,P
GJ 3634 b,2.83,76.17,Chthonian Planet,Low,1,2010,GJ 3634,P
K2-352 b,2.83,73.53,Proto Planet,Low,1,2008,K2-352,P
K2-37 b,2.83,111.09,Gas Giant,High,0,2022,K2-37,P
Kepler-644 b,2.83,7.55,Proto Planet,Low,1,2018,Kepler-644,P
TOI-561 c,2.83,14.29,Chthonian Planet,Low,1,2016,TOI-561,P
V1298 Tau c,2.82,82.8,Gas Giant,High,0,2016,V1298 Tau,P
TOI-6130 b,2.81,15.67,Proto Planet,Low,1,2016,TOI-6130,P
WASP-89 b,2.81,49.31,Proto Planet,Low,1,2016,WASP-89,P
OGLE-TR-113 b,2.802,95.5,Chthonian Planet,Low,1,2023,OGLE-TR-113,P
K2-271 b,2.8,24.48,Garden World,Medium,1,2019,K2-271,P
Kepler-665 b,2.795,64.37,Dwarf Planet,Low,1,2018,Kepler-665,P
GJ 3082 b,2.79,107.67,Garden World,Medium,1,2020,GJ 3082,P
KELT-21 b,2.79,4.54,Proto Planet,Low,1,2022,KELT-21,P
Kepler-715 b,2.79,28.07,Dwarf Planet,Low,1,2018,Kepler-715,P
Kepler-772 b,2.79,117.18,Dwarf Planet,Low,1,2020,Kepler-772,P
Kepler-755 b,2.78,114.38,Chthonian Planet,Low,1,2018,Kepler-755,P
KOI-13 b,2.77,100.18,Gas Giant,High,0,2020,KOI-13,P
Kepler-784 b,2.77,94.7,Proto Planet,Low,1,2021,Kepler-784,P
MOA-2010-BLG-353L b,2.77,7.78,Garden World,Medium,1,2016,MOA-2010-BLG-353L,P
TOI-1439 b,2.77,19.14,Ice Giant,High,0,2016,TOI-1439,P
TOI-815 c,2.77,79.43,Dwarf Planet,Low,1,2016,TOI-815,P
Kepler-578 b,2.76,27.48,Proto Planet,Low,1,2017,Kepler-578,P
GJ 3779 b,2.75,106.38,Garden World,Medium,1,2018,GJ 3779,P
Kepler-101 b,2.75,118.02,Gas Giant,High,0,2021,Kepler-101,P
Kepler-817 b,2.75,33.22,Gas Giant,High,0,2016,Kepler-817,P
Kepler-80 f,2.74,103.43,Chthonian Planet,Low,1,2016,Kepler-80,P
TOI-628 b,2.74,120.56,Garden World,Medium,1,2016,TOI-628,P
GJ 1214 b,2.733,73.22,Garden World,Medium,1,2009,GJ 1214,P
Kepler-733 b,2.73,85.18,Chthonian Planet,Low,1,2018,Kepler-733,P
Kepler-818 b,2.73,1.23,Garden World,Medium,1,2016,Kepler-818,P
TOI-700 e,2.73,46.35,Proto Planet,Low,1,2016,TOI-700,P
Kepler-826 b,2.729,109.29,Proto Planet,Low,1,2022,Kepler-826,P
KIC 7917485 b,2.72,67.49,Dwarf Planet,Low,1,2015,KIC 7917485,P
Kepler-785 b,2.72,41.76,Dwarf Planet,Low,1,2021,Kepler-785,P
TOI-1273 b,2.72,74.12,Gas Giant,High,0,2016,TOI-1273,P
Kepler-632 b,2.713,67.96,Proto Planet,Low,1,2018,Kepler-632,P
Kepler-716 c,2.713,119.8,Dwarf Planet,Low,1,2018,Kepler-716,P
WASP-84 c,2.71,46.93,Chthonian Planet,Low,1,2016,WASP-84,P
OGLE-2019-BLG-0362L b,2.7,119.77,Ice Giant,High,0,2024,OGLE-2019-BLG-0362L,P
K2-268 b,2.697,111.33,Proto Planet,Low,1,2024,K2-268,P
EPIC 212737443 c,2.69,12.52,Proto Planet,Low,1,2019,EPIC 212737443,P
Kepler-735 b,2.69,5.55,Chthonian Planet,Low,1,2018,Kepler-735,P
TOI-1246 c,2.69,41.5,Gas Giant,High,0,2016,TOI-1246,P
Kepler-62 f,2.687,10.44,Chthonian Planet,Low,1,2018,Kepler-62,P
Kepler-808 b,2.68,25.23,Proto Planet,Low,1,2021,Kepler-808,P
LP 791-18 c,2.68,70.11,Dwarf Planet,Low,1,2016,LP 791-18,P
V1298 Tau d,2.68,0.84,Ice Giant,High,0,2016,V1298 Tau,P
Kepler-85 d,2.678,23.57,Dwarf Planet,Low,1,2022,Kepler-85,P
GJ 3293 d,2.67,20.29,Chthonian Planet,Low,1,2017,GJ 3293,P
GJ 887 c,2.67,79.75,Gas Giant,High,0,2020,GJ 887,P
K2-130 b,2.67,18.67,Gas Giant,High,0,2022,K2-130,P
Kepler-725 b,2.67,79.5,Ice Giant,High,0,2016,Kepler-725,P
Kepler-8 b,2.67,37.21,Ice Giant,High,0,2021,Kepler-8,P
MOA-2010-BLG-328L b,2.67,89.7,Dwarf Planet,Low,1,2016,MOA-2010-BLG-328L,P
OGLE-2012-BLG-0838L b,2.67,20.46,Dwarf Planet,Low,1,2020,OGLE-2012-BLG-0838L,P
TOI-1246 b,2.67,82.76,Gas Giant,High,0,2016,TOI-1246,P
Kepler-730 b,2.668,114.79,Garden World,Medium,1,2018,Kepler-730,P
GJ 180 d,2.66,39.14,Ice Giant,High,0,2020,GJ 180,P
Kepler-998 b,2.66,69.09,Ice Giant,High,0,2023,Kepler-998,P
Oph 11 b,2.66,31.84,Ice Giant,High,0,2013,Oph 11,P
TOI-5726.01,2.66,115.98,Ice Giant,High,0,2016,TOI-5726,P
TOI-6054.01,2.66,80.26,Gas Giant,High,0,2016,TOI-6054,P
eps Tau b,2.66,115.66,Gas Giant,High,0,2014,eps Tau,P
Kepler-63 b,2.65,40.67,Dwarf Planet,Low,1,2017,Kepler-63,P
Kepler-672 b,2.65,46.89,Gas Giant,High,0,2018,Kepler-672,P
TOI-532 b,2.65,39.09,Garden World,Medium,1,2014,TOI-532,P
Kepler-618 b,2.648,14.28,Gas Giant,High,0,2018,Kepler-618,P
Kepler-61 b,2.64,95.77,Garden World,Medium,1,2018,Kepler-61,P
TOI-763 c,2.64,119.55,Chthonian Planet,Low,1,2016,TOI-763,P
gam Cep b,2.64,115.76,Proto Planet,Low,1,2014,gam Cep,P
GJ 1265 b,2.63,22.22,Ice Giant,High,0,2018,GJ 1265,P
GJ 3473 c,2.63,0.4,Chthonian Planet,Low,1,2020,GJ 3473,P
GJ 414 A b,2.63,26.23,Dwarf Planet,Low,1,2021,GJ 414,P
Kepler-762 b,2.63,80.58,Gas Giant,High,0,2019,Kepler-762,P
TOI-1075 b,2.63,8.46,Ice Giant,High,0,2016,TOI-1075,P
TOI-1268 b,2.63,87.33,Gas Giant,High,0,2016,TOI-1268,P
WASP-98 b,2.63,48.2,Gas Giant,High,0,2016,WASP-98,P
Kepler-777 b,2.62,67.47,Proto Planet,Low,1,2020,Kepler-777,P
Kepler-79 c,2.62,109.7,Ice Giant,High,0,2021,Kepler-79,P
LHS 475 b,2.612,90.88,Ice Giant,High,0,2016,LHS 475,P
GJ 143 b,2.61,16.67,Ice Giant,High,0,2019,GJ 143,P
K2-276 b,2.61,83.91,Proto Planet,Low,1,2022,K2-276,P
TOI-871 b,2.61,97.81,Chthonian Planet,Low,1,2016,TOI-871,P
VHS J125601.92-125723.9 b,2.61,61.98,Gas Giant,High,0,2016,VHS J125601.92-125723.9,P
HD 93083 b,2.607,17.68,Dwarf Planet,Low,1,2023,HD 93083,P
K2-315 b,2.607,20.63,Dwarf Planet,Low,1,2023,K2-315,P
Kepler-666 b,2.606,11.09,Dwarf Planet,Low,1,2018,Kepler-666,P
HD 92788 c,2.601,89.19,Dwarf Planet,Low,1,2023,HD 92788,P
EPIC 206024342 d,2.6,27.2,Ice Giant,High,0,2021,EPIC 206024342,P
K2-195 c,2.6,63.26,Garden World,Medium,1,2022,K2-195,P
K2-5 c,2.6,46.16,Dwarf Planet,Low,1,2024,K2-5,P
Kepler-607 b,2.6,83.67,Proto Planet,Low,1,2018,Kepler-607,P
Kepler-623 b,2.6,40.82,Garden World,Medium,1,2018,Kepler-623,P
LHS 3844 b,2.6,6.52,Dwarf Planet,Low,1,2016,LHS 3844,P
MOA-2022-BLG-563L b,2.6,79.59,Gas Giant,High,0,2016,MOA-2022-BLG-563L,P
TOI-904 c,2.6,87.81,Dwarf Planet,Low,1,2014,TOI-904,P
WASP-145 A b,2.6,4.32,Ice Giant,High,0,2014,WASP-145,P
WASP-88 b,2.6,34.33,Garden World,Medium,1,2016,WASP-88,P
Kepler-842 b,2.597,33.26,Dwarf Planet,Low,1,2022,Kepler-842,P
Kepler-566 b,2.592,81.18,Proto Planet,Low,1,2017,Kepler-566,P
HD 109833 c,2.59,82.58,Ice Giant,High,0,2022,HD 109833,P
Kepler-755 c,2.59,33.22,Proto Planet,Low,1,2018,Kepler-755,P
EPIC 212737443 b,2.586,60.77,Gas Giant,High,0,2019,EPIC 212737443,P
K2-73 b,2.582,114.81,Dwarf Planet,Low,1,2020,K2-73,P
OGLE-TR-10 b,2.58,25.22,Dwarf Planet,Low,1,2021,OGLE-TR-10,P
TIC 365102760 b,2.58,72.94,Chthonian Planet,Low,1,2016,TIC 365102760,P
bet Pic b,2.58,8.25,Garden World,Medium,1,2016,bet Pic,P
BD+20 594 b,2.578,107.52,Chthonian Planet,Low,1,2016,BD+20 594,P
Kepler-652 b,2.576,111.27,Ice Giant,High,0,2018,Kepler-652,P
Kepler-68 c,2.576,4.34,Proto Planet,Low,1,2018,Kepler-68,P
GJ 3942 b,2.57,6.39,Gas Giant,High,0,2017,GJ 3942,P
Kepler-714 b,2.57,65.25,Proto Planet,Low,1,2018,Kepler-714,P
Kepler-678 b,2.569,50.76,Chthonian Planet,Low,1,2018,Kepler-678,P
HIP 67522 c,2.562,59.89,Dwarf Planet,Low,1,2019,HIP 67522,P
K2-396 c,2.56,22.8,Ice Giant,High,0,2013,K2-396,P
KMT-2019-BLG-1042L b,2.56,104.97,Proto Planet,Low,1,2021,KMT-2019-BLG-1042L,P
KOI-1599.02,2.56,76.54,Chthonian Planet,Low,1,2016,KOI-1599,P
Kepler-653 c,2.56,78.63,Chthonian Planet,Low,1,2018,Kepler-653,P
TOI-1288 c,2.56,116.05,Dwarf Planet,Low,1,2014,TOI-1288,P
TrES-1 b,2.56,44.68,Dwarf Planet,Low,1,2016,TrES-1,P
MOA-2012-BLG-006L b,2.552,111.43,Garden World,Medium,1,2018,MOA-2012-BLG-006L,P
Kepler-705 b,2.55,64.98,Gas Giant,High,0,2018,Kepler-705,P
TOI-1244 b,2.55,49.66,Ice Giant,High,0,2016,TOI-1244,P
WASP-132 c,2.55,56.16,Proto Planet,Low,1,2016,WASP-132,P
K2-333 b,2.545,50.52,Gas Giant,High,0,2023,K2-333,P
K2-200 b,2.54,37.11,Gas Giant,High,0,2021,K2-200,P
Kepler-573 b,2.54,37.84,Dwarf Planet,Low,1,2017,Kepler-573,P
Kepler-612 b,2.54,5.2,Ice Giant,High,0,2015,Kepler-612,P
Kepler-707 b,2.54,8.35,Ice Giant,High,0,2018,Kepler-707,P
Kepler-80 g,2.54,11.39,Ice Giant,High,0,2021,Kepler-80,P
Qatar-1 b,2.54,102.74,Proto Planet,Low,1,2014,Qatar-1,P
TOI-622 b,2.54,85.53,Gas Giant,High,0,2016,TOI-622,P
HD 108236 d,2.539,118.89,Garden World,Medium,1,2020,HD 108236,P
Kepler-1000 b,2.536,114.43,Chthonian Planet,Low,1,2023,Kepler-1000,P
Kepler-574 b,2.53,7.07,Chthonian Planet,Low,1,2017,Kepler-574,P
Kepler-850 b,2.53,26.32,Gas Giant,High,0,2022,Kepler-850,P
TOI-125 c,2.53,123.26,Ice Giant,High,0,2013,TOI-125,P
TOI-815 b,2.53,85.7,Gas Giant,High,0,2013,TOI-815,P
Kepler-1001 b,2.524,91.29,Gas Giant,High,0,2023,Kepler-1001,P
AU Mic c,2.522,10.35,Gas Giant,High,0,2021,AU Mic,P
K2-323 b,2.52,102.86,Gas Giant,High,0,2020,K2-323,P
tau Boo b,2.52,107.68,Gas Giant,High,0,2014,tau Boo,P
Kepler-627 b,2.513,115.85,Dwarf Planet,Low,1,2018,Kepler-627,P
GJ 876 d,2.51,44.3,Garden World,Medium,1,2005,GJ 876,P
TOI-1174 b,2.51,10.88,Ice Giant,High,0,2016,TOI-1174,P
GJ 163 c,2.5,47.92,Proto Planet,Low,1,2013,GJ 163,P
Kepler-646 b,2.5,46.17,Gas Giant,High,0,2018,Kepler-646,P
Kepler-691 b,2.5,86.27,Proto Planet,Low,1,2018,Kepler-691,P
Kepler-753 b,2.5,98.33,Ice Giant,High,0,2018,Kepler-753,P
LTT 1445 A b,2.5,21.42,Ice Giant,High,0,2015,LTT 1445,P
MOA-2010-BLG-477L b,2.5,81.36,Garden World,Medium,1,2016,MOA-2010-BLG-477L,P
TOI-128.01,2.5,17.46,Dwarf Planet,Low,1,2014,TOI-128,P
TYC 8998-760-1 b,2.5,42.91,Proto Planet,Low,1,2016,TYC 8998-760-1,P
YZ Cet b,2.5,44.41,Chthonian Planet,Low,1,2014,YZ Cet,P
KMT-2018-BLG-1976L b,2.49,34.15,Gas Giant,High,0,2023,KMT-2018-BLG-1976L,P
Kepler-67 b,2.49,6.14,Chthonian Planet,Low,1,2015,Kepler-67,P
Kepler-825 c,2.49,92.1,Chthonian Planet,Low,1,2016,Kepler-825,P
M62H b,2.49,37.17,Dwarf Planet,Low,1,2016,M62H,P
TOI-5319 b,2.49,58.46,Proto Planet,Low,1,2014,TOI-5319,P
TOI-564 b,2.49,95.08,Proto Planet,Low,1,2010,TOI-564,P
gam1 Leo b,2.49,24.31,Proto Planet,Low,1,2016,gam Leo,P
Kepler-857 b,2.482,85.88,Proto Planet,Low,1,2022,Kepler-857,P
Kepler-1009 b,2.48,112.64,Gas Giant,High,0,2021,Kepler-1009,P
Kepler-602 b,2.48,47.1,Ice Giant,High,0,2015,Kepler-602,P
Kepler-757 b,2.48,9.95,Proto Planet,Low,1,2018,Kepler-757,P
LTT 3780 b,2.48,4.91,Proto Planet,Low,1,2016,LTT 3780,P
TOI-1136 f,2.48,78.3,Ice Giant,High,0,2016,TOI-1136,P
GJ 676 A e,2.47,36.6,Gas Giant,High,0,2012,GJ 676,P
TOI-5720 b,2.47,15.34,Chthonian Planet,Low,1,2016,TOI-5720,P
KMT-2022-BLG-2286L b,2.469,71.69,Proto Planet,Low,1,2014,KMT-2022-BLG-2286L,P
Kepler-616 b,2.466,22.18,Proto Planet,Low,1,2018,Kepler-616,P
Kepler-630 b,2.466,123.3,Dwarf Planet,Low,1,2018,Kepler-630,P
GJ 3341 b,2.46,28.33,Dwarf Planet,Low,1,2015,GJ 3341,P
Gl 686 b,2.46,111.01,Proto Planet,Low,1,2018,Gl 686,P
K2-122 b,2.46,8.82,Gas Giant,High,0,2021,K2-122,P
K2-395 b,2.46,108.2,Dwarf Planet,Low,1,2009,K2-395,P
K2-59 b,2.45,39.95,Ice Giant,High,0,2021,K2-59,P
Kepler-763 b,2.45,10.96,Chthonian Planet,Low,1,2019,Kepler-763,P
MOA-2010-BLG-073L b,2.45,32.11,Dwarf Planet,Low,1,2016,MOA-2010-BLG-073L,P
UCAC3 113-933 b,2.45,1.36,Ice Giant,High,0,2016,UCAC3 113-933,P
KOI-1599.01,2.443,63.16,Gas Giant,High,0,2016,KOI-1599,P
HD 106315 b,2.44,13.97,Chthonian Planet,Low,1,2017,HD 106315,P
Kepler-575 b,2.44,102.75,Ice Giant,High,0,2015,Kepler-575,P
TOI-5232 b,2.44,46,Gas Giant,High,0,2016,TOI-5232,P
Kepler-656 b,2.438,93.82,Proto Planet,Low,1,2019,Kepler-656,P
L 98-59 d,2.433,72.04,Gas Giant,High,0,2016,L 98-59,P
GJ 180 b,2.43,105.89,Dwarf Planet,Low,1,2014,GJ 180,P
Kepler-674 b,2.43,61.47,Dwarf Planet,Low,1,2018,Kepler-674,P
Kepler-780 b,2.43,107.77,Proto Planet,Low,1,2020,Kepler-780,P
K2-70 b,2.428,24.45,Garden World,Medium,1,2023,K2-70,P
HR 8799 c,2.42,17.5,Gas Giant,High,0,2010,HR 8799,P
KIC 8121913 b,2.42,50.47,Dwarf Planet,Low,1,2015,KIC 8121913,P
L 98-59 c,2.42,92.27,Gas Giant,High,0,2019,L 98-59,P
Kepler-846 b,2.417,111.9,Ice Giant,High,0,2022,Kepler-846,P
Kepler-811 b,2.413,91.32,Gas Giant,High,0,2022,Kepler-811,P
GJ 180 c,2.41,6.94,Gas Giant,High,0,2014,GJ 180,P
Kepler-685 b,2.41,3.59,Dwarf Planet,Low,1,2018,Kepler-685,P
Kepler-728 b,2.41,69.9,Ice Giant,High,0,2018,Kepler-728,P
Kepler-799 b,2.41,116.81,Gas Giant,High,0,2021,Kepler-799,P
LP 890-9 c,2.41,103.38,Ice Giant,High,0,2016,LP 890-9,P
MOA-2011-BLG-291L b,2.41,7.73,Gas Giant,High,0,2016,MOA-2011-BLG-291L,P
MOA-2015-BLG-337L b,2.41,73.23,Gas Giant,High,0,2016,MOA-2015-BLG-337L,P
Teegarden's Star d,2.41,68.12,Proto Planet,Low,1,2016,Teegarden's Star,P
V1298 Tau b,2.41,66.94,Dwarf Planet,Low,1,2016,V1298 Tau,P
HIP 14810 c,2.4,78.61,Gas Giant,High,0,2009,HIP 14810,P
K2-188 c,2.4,1.03,Gas Giant,High,0,2008,K2-188,P
K2-268 c,2.4,78.84,Gas Giant,High,0,2009,K2-268,P
KIC 5479689 b,2.4,49.54,Gas Giant,High,0,2008,KIC 5479689,P
KMT-2022-BLG-0440L b,2.4,86.4,Ice Giant,High,0,2023,KMT-2022-BLG-0440L,P
KOI-351 f,2.4,76.79,Proto Planet,Low,1,2011,KOI-351,P
Kepler-641 b,2.4,45.61,Gas Giant,High,0,2018,Kepler-641,P
NY Vir c,2.4,69.37,Gas Giant,High,0,2015,NY Vir,P
TOI-654.01,2.4,86.27,Ice Giant,High,0,2014,TOI-654,P
rho CrB e,2.4,121.57,Dwarf Planet,Low,1,2014,rho CrB,P
K2-117 c,2.39,40.25,Chthonian Planet,Low,1,2019,K2-117,P
K2-391 b,2.39,85.64,Ice Giant,High,0,2021,K2-391,P
KELT-23 A b,2.39,13.84,Ice Giant,High,0,2022,KELT-23,P
Kepler-592 b,2.39,26.3,Chthonian Planet,Low,1,2017,Kepler-592,P
Kepler-637 b,2.39,29.69,Dwarf Planet,Low,1,2018,Kepler-637,P
Kepler-68 e,2.39,73.01,Dwarf Planet,Low,1,2018,Kepler-68,P
TIC 237913194 b,2.39,7.33,Garden World,Medium,1,2016,TIC 237913194,P
HD 90156 b,2.388,8.14,Dwarf Planet,Low,1,2023,HD 90156,P
GJ 3998 c,2.38,9.84,Dwarf Planet,Low,1,2016,GJ 3998,P
TOI-1294 b,2.38,31.26,Ice Giant,High,0,2016,TOI-1294,P
TOI-1410 c,2.38,111.36,Dwarf Planet,Low,1,2016,TOI-1410,P
Wendelstein-2 b,2.38,0.92,Proto Planet,Low,1,2016,Wendelstein-2,P
Kepler-629 b,2.37,93.33,Gas Giant,High,0,2015,Kepler-629,P
TRAPPIST-1 c,2.37,28.28,Gas Giant,High,0,2016,TRAPPIST-1,P
Wolf 1061 b,2.37,8.71,Dwarf Planet,Low,1,2014,Wolf 1061,P
gam Psc b,2.37,89.43,Proto Planet,Low,1,2016,gam Psc,P
Kepler-619 c,2.365,95.83,Proto Planet,Low,1,2018,Kepler-619,P
TOI-1064 c,2.36,59.53,Ice Giant,High,0,2016,TOI-1064,P
TOI-1333 b,2.36,21.83,Dwarf Planet,Low,1,2016,TOI-1333,P
TOI-640 b,2.36,5.3,Proto Planet,Low,1,2014,TOI-640,P
TOI-942 c,2.36,30,Gas Giant,High,0,2016,TOI-942,P
WASP-105 b,2.36,16.33,Dwarf Planet,Low,1,2016,WASP-105,P
