Phylum,Planet Name,Biome
Nematoda,HD 148164 c,Temperate
Chordata,HD 148427 b,Temperate
Mollusca,HD 149026 b,Swamp
Annelida,HD 149143 b,Nemoral
Annelida,HD 149806 b,Tundra
Pteridophyta,HD 150010 b,Scarlet
Pteridophyta,HD 1502 b,Alpine
Platyhelminthes,HD 150706 b,Swamp
Angiospermae,HD 151450 b,Boreal
Nematoda,HD 151450 c,Tropical
Arthropoda,HD 152079 b,Alpine
Cnidaria,HD 152581 b,Tropical
Bryophyta,HD 152843 b,Boreal
Platyhelminthes,HD 152843 c,Swamp
Nematoda,HD 15337 b,Tundra
Pteridophyta,HD 15337 c,Desert
Angiospermae,HD 153557 b,Swamp
Cnidaria,HD 153557 c,Tundra
Echinodermata,HD 153557 d,Temperate
Platyhelminthes,HD 153950 b,Alpine
Pteridophyta,HD 154088 b,Scarlet
Annelida,HD 154345 b,Alpine
Echinodermata,HD 154391 b,Scarlet
Chordata,HD 154672 b,Swamp
Mollusca,HD 154857 b,Alpine
Arthropoda,HD 154857 c,Nemoral
Chordata,HD 155193 b,Swamp
Nematoda,HD 155358 b,Scarlet
Chordata,HD 155358 c,Scarlet
Cnidaria,HD 155918 b,Swamp
Cnidaria,HD 155918 c,Alpine
Mollusca,HD 156098 b,Scarlet
Angiospermae,HD 156098 c,Boreal
Platyhelminthes,HD 156279 b,Swamp
Echinodermata,HD 156279 c,Tropical
Annelida,HD 156411 b,Tundra
Annelida,HD 156668 b,Scarlet
Mollusca,HD 156668 c,Tundra
Echinodermata,HD 156846 b,Tundra
Chordata,HD 158038 b,Boreal
Nematoda,HD 158259 b,Marshland
Chordata,HD 158259 c,Boreal
Mollusca,HD 158259 d,Marshland
Arthropoda,HD 158259 e,Tundra
Pteridophyta,HD 158259 f,Marshland
Chordata,HD 158996 b,Tropical
Pteridophyta,HD 15906 b,Tundra
Annelida,HD 15906 c,Marshland
Cnidaria,HD 159243 b,Tropical
Annelida,HD 159243 c,Marshland
Chordata,HD 159868 b,Marshland
Cnidaria,HD 159868 c,Tropical
Bryophyta,HD 1605 b,Tundra
Bryophyta,HD 1605 c,Swamp
Platyhelminthes,HD 160691 b,Tundra
Annelida,HD 160691 c,Desert
Arthropoda,HD 160691 d,Boreal
Nematoda,HD 160691 e,Nemoral
Angiospermae,HD 161178 b,Marshland
Bryophyta,HD 16141 b,Swamp
Pteridophyta,HD 16175 b,Tropical
Nematoda,HD 162020 b,Scarlet
Cnidaria,HD 163607 b,Tundra
Bryophyta,HD 163607 c,Desert
Platyhelminthes,HD 16417 b,Tropical
Chordata,HD 164509 b,Tundra
Pteridophyta,HD 164595 b,Desert
Platyhelminthes,HD 164604 b,Swamp
Bryophyta,HD 164922 b,Tropical
Cnidaria,HD 164922 c,Marshland
Angiospermae,HD 164922 d,Marshland
Platyhelminthes,HD 164922 e,Tropical
Bryophyta,HD 165131 b,Swamp
Pteridophyta,HD 165155 b,Marshland
Mollusca,HD 1666 b,Temperate
Angiospermae,HD 166724 b,Alpine
Annelida,HD 167042 b,Desert
Mollusca,HD 167677 b,Desert
Cnidaria,HD 167768 b,Desert
Nematoda,HD 168009 b,Tropical
Mollusca,HD 168443 b,Marshland
Chordata,HD 168443 c,Marshland
Arthropoda,HD 168746 b,Boreal
Angiospermae,HD 168863 b,Scarlet
Angiospermae,HD 1690 b,Desert
Annelida,HD 16905 b,Desert
Mollusca,HD 169142 b,Scarlet
Chordata,HD 169830 b,Marshland
Cnidaria,HD 169830 c,Desert
Arthropoda,HD 170469 b,Tundra
Bryophyta,HD 17092 b,Tundra
Echinodermata,HD 171028 b,Swamp
Echinodermata,HD 171238 b,Desert
Porifera,HD 17156 b,Desert
Mollusca,HD 173416 b,Marshland
Arthropoda,HD 174205 b,Tropical
Annelida,HD 175167 b,Tropical
Porifera,HD 175541 b,Swamp
Nematoda,HD 175607 b,Marshland
Pteridophyta,HD 17674 b,Alpine
Echinodermata,HD 176986 b,Alpine
Bryophyta,HD 176986 c,Boreal
Chordata,HD 177565 b,Desert
Echinodermata,HD 177830 b,Scarlet
Chordata,HD 177830 c,Tundra
Annelida,HD 178911 B b,Alpine
Mollusca,HD 179079 b,Temperate
Echinodermata,HD 179949 b,Nemoral
Pteridophyta,HD 180053 b,Tundra
Annelida,HD 18015 b,Scarlet
Platyhelminthes,HD 180314 b,Temperate
Mollusca,HD 180617 b,Alpine
Nematoda,HD 180902 b,Marshland
Pteridophyta,HD 181234 b,Tundra
Echinodermata,HD 181342 b,Marshland
Arthropoda,HD 18143 b,Scarlet
Bryophyta,HD 18143 c,Swamp
Bryophyta,HD 181433 b,Swamp
Cnidaria,HD 181433 c,Scarlet
Porifera,HD 181433 d,Tropical
Echinodermata,HD 181720 b,Boreal
Chordata,HD 183263 b,Boreal
Nematoda,HD 183263 c,Marshland
Bryophyta,HD 183579 b,Boreal
Arthropoda,HD 184010 b,Swamp
Porifera,HD 184010 c,Tundra
Nematoda,HD 184010 d,Desert
Angiospermae,HD 18438 b,Marshland
Arthropoda,HD 185269 b,Desert
Chordata,HD 185283 b,Boreal
Cnidaria,HD 18599 b,Swamp
Arthropoda,HD 187085 b,Alpine
Annelida,HD 187123 b,Boreal
Porifera,HD 187123 c,Marshland
Echinodermata,HD 18742 b,Marshland
Cnidaria,HD 188015 b,Alpine
Echinodermata,HD 188641 b,Desert
Nematoda,HD 189567 b,Boreal
Nematoda,HD 189567 c,Swamp
Pteridophyta,HD 189733 b,Boreal
Mollusca,HD 190007 b,Tropical
Chordata,HD 190228 b,Tropical
Arthropoda,HD 190360 b,Alpine
Arthropoda,HD 190360 c,Marshland
Annelida,HD 190647 b,Scarlet
Platyhelminthes,HD 190984 b,Tundra
Echinodermata,HD 191806 b,Scarlet
Pteridophyta,HD 191939 b,Scarlet
Pteridophyta,HD 191939 c,Alpine
Porifera,HD 191939 d,Nemoral
Platyhelminthes,HD 191939 e,Swamp
Bryophyta,HD 191939 f,Alpine
Nematoda,HD 191939 g,Alpine
Annelida,HD 192263 b,Swamp
Echinodermata,HD 192310 b,Tropical
Bryophyta,HD 192310 c,Alpine
Annelida,HD 192699 b,Alpine
Echinodermata,HD 194490 b,Tundra
Platyhelminthes,HD 195019 b,Boreal
Bryophyta,HD 196050 b,Nemoral
Pteridophyta,HD 196067 b,Tropical
Cnidaria,HD 19615 b,Swamp
Pteridophyta,HD 196885 A b,Desert
Platyhelminthes,HD 197037 b,Temperate
Chordata,HD 199509 b,Tropical
Platyhelminthes,HD 19994 b,Tropical
Mollusca,HD 20003 b,Desert
Cnidaria,HD 20003 c,Tropical
Cnidaria,HD 200964 b,Alpine
Annelida,HD 200964 c,Temperate
Annelida,HD 202206 c,Scarlet
Chordata,HD 202696 b,Scarlet
Cnidaria,HD 202696 c,Scarlet
Arthropoda,HD 202772 A b,Nemoral
Platyhelminthes,HD 203030 b,Alpine
Bryophyta,HD 20329 b,Tundra
Angiospermae,HD 203387 b,Desert
Annelida,HD 203387 c,Swamp
Cnidaria,HD 2039 b,Desert
Pteridophyta,HD 204313 b,Tropical
Porifera,HD 204313 c,Marshland
Chordata,HD 204313 e,Swamp
Annelida,HD 204941 b,Boreal
Cnidaria,HD 205158 b,Boreal
Chordata,HD 205739 b,Swamp
Pteridophyta,HD 206255 b,Tundra
Bryophyta,HD 206610 b,Scarlet
Bryophyta,HD 206893 b,Swamp
Bryophyta,HD 206893 c,Alpine
Platyhelminthes,HD 207496 b,Alpine
Cnidaria,HD 20781 b,Marshland
Nematoda,HD 20781 c,Desert
Chordata,HD 20781 d,Tundra
Angiospermae,HD 20781 e,Nemoral
Angiospermae,HD 20782 b,Alpine
Mollusca,HD 207832 b,Marshland
Arthropoda,HD 207832 c,Tropical
Pteridophyta,HD 207897 b,Desert
Chordata,HD 20794 b,Tropical
Mollusca,HD 20794 d,Nemoral
Bryophyta,HD 20794 e,Swamp
Bryophyta,HD 20794 f,Tropical
Chordata,HD 208487 b,Tundra
Cnidaria,HD 208527 b,Tropical
Arthropoda,HD 20868 b,Swamp
Pteridophyta,HD 208897 b,Swamp
Cnidaria,HD 209458 b,Desert
Cnidaria,HD 210193 b,Temperate
Pteridophyta,HD 210277 b,Boreal
Echinodermata,HD 210702 b,Swamp
Pteridophyta,HD 211403 b,Tropical
Nematoda,HD 211810 b,Tropical
Echinodermata,HD 211970 b,Boreal
Nematoda,HD 212301 b,Alpine
Platyhelminthes,HD 212771 b,Temperate
Pteridophyta,HD 213240 b,Desert
Chordata,HD 213472 b,Tundra
Platyhelminthes,HD 213519 b,Scarlet
Arthropoda,HD 213885 b,Alpine
Arthropoda,HD 213885 c,Nemoral
Cnidaria,HD 21411 b,Alpine
Annelida,HD 214823 b,Scarlet
Bryophyta,HD 215152 b,Tundra
Arthropoda,HD 215152 c,Desert
Nematoda,HD 215152 d,Desert
Annelida,HD 215152 e,Swamp
Bryophyta,HD 21520 b,Temperate
Bryophyta,HD 215497 b,Nemoral
Porifera,HD 215497 c,Swamp
Chordata,HD 216435 b,Marshland
Platyhelminthes,HD 216437 b,Desert
Cnidaria,HD 216520 b,Scarlet
Arthropoda,HD 216520 c,Swamp
Angiospermae,HD 216536 b,Boreal
Pteridophyta,HD 216770 b,Desert
Pteridophyta,HD 21693 b,Alpine
Chordata,HD 21693 c,Scarlet
Cnidaria,HD 217107 b,Alpine
Bryophyta,HD 217107 c,Boreal
Angiospermae,HD 21749 c,Tropical
Chordata,HD 217786 b,Temperate
Mollusca,HD 217786 c,Scarlet
Echinodermata,HD 217958 b,Nemoral
Bryophyta,HD 218566 b,Marshland
Annelida,HD 219077 b,Nemoral
Porifera,HD 219134 b,Temperate
Mollusca,HD 219134 c,Temperate
Pteridophyta,HD 219134 d,Tundra
Echinodermata,HD 219134 f,Alpine
Cnidaria,HD 219134 g,Swamp
Annelida,HD 219134 h,Nemoral
Annelida,HD 219139 b,Tundra
Arthropoda,HD 219415 b,Nemoral
Pteridophyta,HD 219666 b,Marshland
Annelida,HD 219828 b,Nemoral
Platyhelminthes,HD 219828 c,Tundra
Bryophyta,HD 220074 b,Tundra
Platyhelminthes,HD 220197 b,Swamp
Pteridophyta,HD 220689 b,Nemoral
Cnidaria,HD 220773 b,Swamp
Pteridophyta,HD 220842 b,Tropical
Chordata,HD 221287 b,Temperate
Nematoda,HD 221416 b,Alpine
Platyhelminthes,HD 221420 b,Scarlet
Platyhelminthes,HD 221585 b,Swamp
Chordata,HD 222076 b,Scarlet
Pteridophyta,HD 222155 b,Tundra
Echinodermata,HD 222237 b,Scarlet
Cnidaria,HD 222582 b,Swamp
Bryophyta,HD 224538 b,Scarlet
Annelida,HD 224693 b,Scarlet
Pteridophyta,HD 22496 b,Nemoral
Annelida,HD 22532 b,Alpine
Porifera,HD 22781 b,Scarlet
Bryophyta,HD 22946 d,Swamp
Pteridophyta,HD 23079 b,Desert
Echinodermata,HD 23127 b,Marshland
Echinodermata,HD 231701 b,Alpine
Nematoda,HD 233604 b,Desert
Chordata,HD 233832 b,Temperate
Platyhelminthes,HD 23472 b,Tundra
Pteridophyta,HD 23472 c,Alpine
Annelida,HD 23472 d,Temperate
Annelida,HD 23472 e,Marshland
Pteridophyta,HD 23472 f,Marshland
Cnidaria,HD 235088 b,Marshland
Cnidaria,HD 23596 b,Tropical
Nematoda,HD 238090 b,Boreal
Pteridophyta,HD 238914 b,Scarlet
Porifera,HD 240210 b,Swamp
Chordata,HD 240237 b,Swamp
Porifera,HD 24040 b,Nemoral
Annelida,HD 24040 c,Scarlet
Arthropoda,HD 24064 b,Desert
Pteridophyta,HD 24085 b,Alpine
Echinodermata,HD 25015 b,Nemoral
Annelida,HD 25171 b,Tropical
Chordata,HD 25463 b,Tundra
Bryophyta,HD 25463 c,Nemoral
Platyhelminthes,HD 25723 b,Swamp
Bryophyta,HD 25912 b,Boreal
Porifera,HD 25912 c,Boreal
Cnidaria,HD 260655 b,Swamp
Pteridophyta,HD 260655 c,Swamp
Cnidaria,HD 26161 b,Marshland
Nematoda,HD 2638 b,Temperate
Cnidaria,HD 2685 b,Swamp
Echinodermata,HD 27442 b,Alpine
Arthropoda,HD 27631 b,Scarlet
Platyhelminthes,HD 27894 b,Tropical
Platyhelminthes,HD 27894 c,Tundra
Annelida,HD 27894 d,Boreal
Nematoda,HD 27969 b,Tundra
Cnidaria,HD 28109 b,Alpine
Bryophyta,HD 28109 c,Tundra
Nematoda,HD 28109 d,Scarlet
Bryophyta,HD 28185 b,Tundra
Nematoda,HD 28185 c,Swamp
Chordata,HD 28192 b,Temperate
Platyhelminthes,HD 28254 b,Marshland
Platyhelminthes,HD 284149 AB b,Swamp
Platyhelminthes,HD 285507 b,Tundra
Platyhelminthes,HD 285968 b,Boreal
Chordata,HD 28678 b,Alpine
Angiospermae,HD 29021 b,Boreal
Cnidaria,HD 290327 b,Swamp
Cnidaria,HD 29399 b,Tropical
Echinodermata,HD 2952 b,Swamp
Annelida,HD 29985 b,Desert
Arthropoda,HD 30177 b,Boreal
Arthropoda,HD 30177 c,Tundra
Nematoda,HD 30562 b,Tropical
Echinodermata,HD 30669 b,Boreal
Chordata,HD 30856 b,Marshland
Mollusca,HD 31253 b,Temperate
Annelida,HD 31527 b,Swamp
Bryophyta,HD 31527 c,Boreal
Arthropoda,HD 31527 d,Boreal
Cnidaria,HD 3167 b,Alpine
Pteridophyta,HD 3167 c,Temperate
Chordata,HD 3167 d,Temperate
Bryophyta,HD 3167 e,Desert
Chordata,HD 32518 b,Scarlet
Platyhelminthes,HD 32963 b,Swamp
Angiospermae,HD 330075 b,Temperate
Pteridophyta,HD 331093 b,Scarlet
Cnidaria,HD 33142 b,Tundra
Nematoda,HD 33142 c,Nemoral
Platyhelminthes,HD 33142 d,Tropical
Chordata,HD 332231 b,Marshland
Cnidaria,HD 33283 b,Desert
Annelida,HD 33564 b,Marshland
Bryophyta,HD 33844 b,Tropical
Annelida,HD 33844 c,Swamp
Arthropoda,HD 34445 b,Boreal
Cnidaria,HD 34445 c,Tropical
Bryophyta,HD 34445 d,Desert
Arthropoda,HD 34445 e,Tundra
Cnidaria,HD 34445 f,Desert
Mollusca,HD 34445 g,Nemoral
Cnidaria,HD 35759 b,Marshland
Cnidaria,HD 360 b,Scarlet
Porifera,HD 36384 b,Desert
Bryophyta,HD 3651 b,Temperate
Mollusca,HD 37124 b,Scarlet
Arthropoda,HD 37124 c,Marshland
Cnidaria,HD 37124 d,Alpine
Mollusca,HD 37605 b,Marshland
Angiospermae,HD 37605 c,Tropical
Annelida,HD 3765 b,Scarlet
Pteridophyta,HD 38283 b,Desert
Nematoda,HD 38529 b,Marshland
Nematoda,HD 38529 c,Marshland
Nematoda,HD 38801 b,Temperate
Bryophyta,HD 39091 b,Tropical
Annelida,HD 39194 b,Swamp
Chordata,HD 39194 c,Scarlet
Platyhelminthes,HD 39194 d,Tundra
Platyhelminthes,HD 39855 b,Marshland
Nematoda,HD 40307 b,Tundra
Mollusca,HD 40307 c,Scarlet
Mollusca,HD 40307 d,Scarlet
Platyhelminthes,HD 40307 f,Desert
Bryophyta,HD 40307 g,Scarlet
Echinodermata,HD 40956 b,Scarlet
Nematoda,HD 40979 b,Desert
Annelida,HD 41004 A b,Boreal
Cnidaria,HD 41004 B b,Desert
Platyhelminthes,HD 4113 b,Desert
Echinodermata,HD 42012 b,Boreal
Pteridophyta,HD 4203 b,Tropical
Porifera,HD 4203 c,Swamp
Annelida,HD 4208 b,Swamp
Mollusca,HD 42618 b,Alpine
Mollusca,HD 42813 b,Temperate
Pteridophyta,HD 4308 b,Alpine
Annelida,HD 4313 b,Boreal
Echinodermata,HD 43197 b,Tropical
Echinodermata,HD 43197 c,Scarlet
Pteridophyta,HD 43691 b,Marshland
Echinodermata,HD 44219 b,Alpine
Nematoda,HD 45184 b,Alpine
Cnidaria,HD 45184 c,Tundra
Cnidaria,HD 45350 b,Scarlet
Platyhelminthes,HD 45364 b,Nemoral
Platyhelminthes,HD 45364 c,Scarlet
Nematoda,HD 45652 b,Tropical
Platyhelminthes,HD 457 b,Swamp
Porifera,HD 46375 b,Alpine
Platyhelminthes,HD 47186 b,Swamp
Echinodermata,HD 47186 c,Tropical
Annelida,HD 4732 b,Tropical
Porifera,HD 4732 c,Swamp
Nematoda,HD 47366 b,Tropical
Annelida,HD 47366 c,Swamp
Platyhelminthes,HD 47536 b,Desert
Mollusca,HD 4760 b,Scarlet
Annelida,HD 48265 b,Marshland
Cnidaria,HD 48948 b,Tropical
Echinodermata,HD 48948 c,Desert
Mollusca,HD 48948 d,Swamp
Mollusca,HD 4917 b,Boreal
Nematoda,HD 49674 b,Desert
Pteridophyta,HD 50499 b,Swamp
Cnidaria,HD 50499 c,Swamp
Pteridophyta,HD 50554 b,Tundra
Arthropoda,HD 51608 b,Scarlet
Bryophyta,HD 51608 c,Nemoral
Mollusca,HD 52265 b,Marshland
Mollusca,HD 5278 b,Scarlet
Echinodermata,HD 5278 c,Tropical
Pteridophyta,HD 5319 b,Tundra
Arthropoda,HD 5319 c,Desert
Porifera,HD 55696 b,Tundra
Bryophyta,HD 5583 b,Marshland
Arthropoda,HD 5608 b,Tropical
Annelida,HD 564 b,Tropical
Arthropoda,HD 56414 b,Scarlet
Arthropoda,HD 56957 b,Scarlet
Arthropoda,HD 5891 b,Marshland
Chordata,HD 59686 A b,Scarlet
Pteridophyta,HD 60292 b,Desert
Chordata,HD 60532 b,Alpine
Mollusca,HD 60532 c,Swamp
Annelida,HD 6061 b,Marshland
Mollusca,HD 62364 b,Tundra
Mollusca,HD 62364 c,Scarlet
Bryophyta,HD 62509 b,Boreal
Arthropoda,HD 62549 b,Swamp
Annelida,HD 63433 b,Swamp
Pteridophyta,HD 63433 c,Nemoral
Pteridophyta,HD 63433 d,Alpine
Porifera,HD 63454 b,Tundra
Chordata,HD 63765 b,Swamp
Porifera,HD 63935 b,Tropical
Chordata,HD 63935 c,Boreal
Mollusca,HD 64114 b,Desert
Cnidaria,HD 64121 b,Scarlet
Chordata,HD 6434 b,Marshland
Annelida,HD 65216 b,Desert
Mollusca,HD 65216 c,Tropical
Arthropoda,HD 66141 b,Alpine
Arthropoda,HD 66428 b,Nemoral
Mollusca,HD 66428 c,Swamp
Porifera,HD 67087 b,Tundra
Chordata,HD 67087 c,Tropical
Platyhelminthes,HD 6718 b,Nemoral
Nematoda,HD 68402 b,Desert
Nematoda,HD 6860 b,Boreal
Platyhelminthes,HD 68988 b,Tropical
Pteridophyta,HD 68988 c,Tundra
Platyhelminthes,HD 69123 b,Scarlet
Annelida,HD 69830 b,Tundra
Annelida,HD 69830 c,Scarlet
Cnidaria,HD 69830 d,Marshland
Platyhelminthes,HD 70573 b,Desert
Platyhelminthes,HD 70642 b,Marshland
Angiospermae,HD 7199 b,Boreal
Nematoda,HD 72490 b,Alpine
Echinodermata,HD 72659 b,Scarlet
Platyhelminthes,HD 72659 c,Boreal
Mollusca,HD 72892 b,Marshland
Pteridophyta,HD 73256 c,Marshland
Mollusca,HD 73267 b,Swamp
Bryophyta,HD 73267 c,Nemoral
Arthropoda,HD 73344 b,Swamp
Bryophyta,HD 73344 c,Nemoral
Pteridophyta,HD 73344 d,Alpine
Mollusca,HD 73526 b,Alpine
Arthropoda,HD 73526 c,Desert
Pteridophyta,HD 73534 b,Scarlet
Bryophyta,HD 73583 b,Boreal
Angiospermae,HD 73583 c,Tropical
Bryophyta,HD 74156 b,Scarlet
Echinodermata,HD 74156 c,Scarlet
Pteridophyta,HD 7449 b,Marshland
Cnidaria,HD 74698 b,Swamp
Echinodermata,HD 74698 c,Boreal
Angiospermae,HD 75289 b,Scarlet
Nematoda,HD 75302 b,Nemoral
Nematoda,HD 75784 b,Desert
Platyhelminthes,HD 75784 c,Scarlet
Arthropoda,HD 75898 b,Boreal
Pteridophyta,HD 75898 c,Nemoral
Chordata,HD 76700 b,Tropical
Echinodermata,HD 76920 b,Marshland
Mollusca,HD 77338 b,Tundra
Porifera,HD 77946 b,Swamp
Nematoda,HD 79181 b,Tundra
Platyhelminthes,HD 7924 b,Boreal
Pteridophyta,HD 7924 c,Swamp
Mollusca,HD 7924 d,Alpine
Annelida,HD 79498 b,Nemoral
Chordata,HD 80606 b,Tropical
Bryophyta,HD 80653 b,Tropical
Annelida,HD 80869 b,Boreal
Cnidaria,HD 80883 b,Temperate
Platyhelminthes,HD 80913 b,Tundra
Pteridophyta,HD 81040 b,Tropical
Echinodermata,HD 81688 b,Tropical
Arthropoda,HD 81817 b,Marshland
Chordata,HD 81817 c,Tropical
Platyhelminthes,HD 82886 b,Alpine
Cnidaria,HD 82943 b,Marshland
Pteridophyta,HD 82943 c,Tundra
Echinodermata,HD 8326 b,Marshland
Nematoda,HD 83443 b,Scarlet
Bryophyta,HD 83443 c,Tropical
Pteridophyta,HD 8535 b,Boreal
Mollusca,HD 85390 b,Desert
Arthropoda,HD 8574 b,Swamp
Cnidaria,HD 86065 b,Scarlet
Angiospermae,HD 86081 b,Desert
Pteridophyta,HD 86226 b,Temperate
Arthropoda,HD 86226 c,Swamp
Arthropoda,HD 86264 b,Marshland
Annelida,HD 86728 b,Scarlet
Cnidaria,HD 8673 b,Tropical
Bryophyta,HD 86950 b,Tropical
Echinodermata,HD 87646 b,Desert
Cnidaria,HD 87883 b,Marshland
Annelida,HD 88072 b,Swamp
Angiospermae,HD 88133 b,Nemoral
Nematoda,HD 88986 b,Marshland
Annelida,HD 89307 b,Nemoral
Angiospermae,HD 89345 b,Boreal
Echinodermata,HD 89744 b,Scarlet
Arthropoda,HD 89839 b,Marshland
Annelida,HD 90156 b,Tundra
Platyhelminthes,HD 9174 b,Tundra
Annelida,HD 92788 b,Alpine
Echinodermata,HD 92788 c,Swamp
Annelida,HD 93083 b,Desert
Chordata,HD 93351 b,Boreal
Echinodermata,HD 93351 c,Temperate
Platyhelminthes,HD 93385 b,Desert
Mollusca,HD 93385 c,Boreal
Porifera,HD 93385 d,Marshland
Bryophyta,HD 93963 A b,Desert
Angiospermae,HD 93963 A c,Temperate
Arthropoda,HD 9446 b,Temperate
Arthropoda,HD 9446 c,Temperate
Bryophyta,HD 94771 b,Boreal
Echinodermata,HD 94834 b,Swamp
Angiospermae,HD 95086 b,Alpine
Cnidaria,HD 95089 b,Swamp
Annelida,HD 95089 c,Desert
Platyhelminthes,HD 95127 b,Nemoral
Pteridophyta,HD 95338 b,Tropical
Cnidaria,HD 95544 b,Temperate
Mollusca,HD 95735 c,Swamp
Arthropoda,HD 95872 b,Marshland
Echinodermata,HD 96063 b,Desert
Cnidaria,HD 96127 b,Desert
Platyhelminthes,HD 96167 b,Swamp
Nematoda,HD 96700 b,Tropical
Nematoda,HD 96700 c,Marshland
Bryophyta,HD 96700 d,Alpine
Chordata,HD 96992 b,Boreal
Bryophyta,HD 97037 b,Desert
Nematoda,HD 97048 b,Nemoral
Platyhelminthes,HD 97658 b,Boreal
Chordata,HD 98219 b,Temperate
Cnidaria,HD 98649 b,Tropical
Echinodermata,HD 98736 b,Desert
Pteridophyta,HD 99109 b,Swamp
Pteridophyta,HD 99283 b,Marshland
Platyhelminthes,HD 99492 b,Alpine
Platyhelminthes,HD 99492 c,Marshland
Nematoda,HD 99706 b,Tundra
Platyhelminthes,HD 99706 c,Scarlet
Pteridophyta,HIP 105854 b,Scarlet
Nematoda,HIP 107772 b,Temperate
Chordata,HIP 107773 b,Scarlet
Annelida,HIP 109384 b,Tundra
Cnidaria,HIP 109600 b,Alpine
Angiospermae,HIP 113103 b,Tropical
Bryophyta,HIP 113103 c,Tundra
Annelida,HIP 114933 b,Scarlet
Pteridophyta,HIP 116454 b,Alpine
Bryophyta,HIP 12961 b,Swamp
Chordata,HIP 14810 b,Marshland
Chordata,HIP 14810 c,Boreal
Porifera,HIP 14810 d,Scarlet
Echinodermata,HIP 19976 b,Desert
Porifera,HIP 21152 b,Tundra
Arthropoda,HIP 29442 c,Marshland
Porifera,HIP 29442 d,Tropical
Platyhelminthes,HIP 34222 b,Tundra
Platyhelminthes,HIP 35173 b,Scarlet
Annelida,HIP 35965 b,Alpine
Porifera,HIP 38594 b,Alpine
Nematoda,HIP 38594 c,Scarlet
Pteridophyta,HIP 39017 b,Scarlet
Echinodermata,HIP 41378 b,Scarlet
Nematoda,HIP 41378 c,Desert
Chordata,HIP 41378 d,Tropical
Echinodermata,HIP 41378 e,Boreal
Pteridophyta,HIP 41378 f,Swamp
Cnidaria,HIP 4845 b,Boreal
Bryophyta,HIP 48714 b,Boreal
Echinodermata,HIP 5158 b,Alpine
Angiospermae,HIP 5158 c,Tundra
Bryophyta,HIP 54373 b,Scarlet
Bryophyta,HIP 54373 c,Alpine
Platyhelminthes,HIP 54597 b,Boreal
Pteridophyta,HIP 55507 b,Scarlet
Pteridophyta,HIP 56640 b,Nemoral
Annelida,HIP 57274 b,Temperate
Bryophyta,HIP 57274 c,Scarlet
Bryophyta,HIP 57274 d,Tundra
Mollusca,HIP 5763 b,Desert
Annelida,HIP 63242 b,Tundra
Mollusca,HIP 65 A b,Scarlet
Cnidaria,HIP 65407 b,Temperate
Mollusca,HIP 65407 c,Desert
Mollusca,HIP 65426 b,Swamp
Cnidaria,HIP 65891 b,Marshland
Annelida,HIP 66074 b,Tropical
Chordata,HIP 67522 b,Marshland
Annelida,HIP 67522 c,Marshland
Annelida,HIP 67537 b,Marshland
Porifera,HIP 67851 b,Scarlet
Echinodermata,HIP 67851 c,Marshland
Chordata,HIP 70849 b,Scarlet
Platyhelminthes,HIP 71135 b,Swamp
Mollusca,HIP 74890 b,Tundra
Platyhelminthes,HIP 75092 b,Temperate
Bryophyta,HIP 77900 b,Scarlet
Echinodermata,HIP 78530 b,Desert
Porifera,HIP 79098 AB b,Alpine
Porifera,HIP 79431 b,Marshland
Arthropoda,HIP 81208 C b,Scarlet
Cnidaria,HIP 8152 b,Desert
Porifera,HIP 8152 c,Marshland
Arthropoda,HIP 8541 b,Marshland
Mollusca,HIP 86221 b,Boreal
Chordata,HIP 90988 b,Marshland
Porifera,HIP 91258 b,Temperate
Pteridophyta,HIP 94235 b,Temperate
Pteridophyta,HIP 948 b,Tundra
Nematoda,HIP 9618 b,Tropical
Pteridophyta,HIP 9618 c,Swamp
Chordata,HIP 97166 b,Swamp
Arthropoda,HIP 97166 c,Nemoral
Mollusca,HIP 97233 b,Temperate
Mollusca,HIP 99770 b,Desert
Arthropoda,HN Lib b,Alpine
Bryophyta,HN Peg b,Nemoral
Pteridophyta,HR 2562 b,Boreal
Arthropoda,HR 5183 b,Boreal
Porifera,HR 810 b,Alpine
Chordata,HR 858 b,Marshland
Platyhelminthes,HR 858 c,Swamp
Platyhelminthes,HR 858 d,Scarlet
Platyhelminthes,HR 8799 b,Tropical
Annelida,HR 8799 c,Scarlet
Bryophyta,HR 8799 d,Scarlet
Mollusca,HR 8799 e,Scarlet
Cnidaria,HS Psc b,Swamp
Annelida,HU Aqr AB b,Alpine
Cnidaria,HU Aqr AB c,Marshland
Annelida,IC 4651 9122 b,Tropical
Porifera,IRAS 04125+2902 b,Boreal
Porifera,ITG 15 b,Boreal
Chordata,K2-10 b,Boreal
Pteridophyta,K2-100 b,Scarlet
Mollusca,K2-101 b,Nemoral
Annelida,K2-102 b,Tropical
Mollusca,K2-104 b,Nemoral
Chordata,K2-105 b,Tundra
Platyhelminthes,K2-107 b,Tropical
Bryophyta,K2-108 b,Swamp
Chordata,K2-11 b,Marshland
Mollusca,K2-110 b,Marshland
Angiospermae,K2-111 b,Temperate
Cnidaria,K2-111 c,Tropical
Porifera,K2-113 b,Alpine
Pteridophyta,K2-114 b,Tundra
Chordata,K2-115 b,Boreal
Chordata,K2-116 b,Swamp
Nematoda,K2-117 b,Scarlet
Bryophyta,K2-117 c,Nemoral
Chordata,K2-118 b,Desert
Chordata,K2-119 b,Scarlet
