Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
HATS-30,G,1.06,Hydrogen,2016,HATS-30
HATS-31,,1.87,Hydrogen,2016,HATS-31
HATS-32,,1.1,Hydrogen,2016,HATS-32
HATS-33,,1.02,Hydrogen,2016,HATS-33
HATS-34,,0.98,Hydrogen,2016,HATS-34
HATS-35,,1.43,Hydrogen,2016,HATS-35
HATS-36,G0 V,1.1,Hydrogen,2018,HATS-36
HATS-37,,0.88,Hydrogen,2020,HATS-37 A
HATS-38,,1.1,Hydrogen,2020,HATS-38
HATS-39,,1.62,Hydrogen,2018,HATS-39
HATS-4,G,0.93,Hydrogen,2014,HATS-4
HATS-40,,2.26,Hydrogen,2018,HATS-40
HATS-41,,1.71,Hydrogen,2018,HATS-41
HATS-42,,1.48,Hydrogen,2018,HATS-42
HATS-43,,0.81,Hydrogen,2018,HATS-43
HATS-44,,0.85,Hydrogen,2018,HATS-44
HATS-45,,1.32,Hydrogen,2018,HATS-45
HATS-46,,0.85,Hydrogen,2018,HATS-46
HATS-47,,0.66,Hydrogen,2020,HATS-47
HATS-48,,0.72,Hydrogen,2020,HATS-48 A
HATS-49,,0.7,Hydrogen,2020,HATS-49
HATS-5,G,0.87,Hydrogen,2014,HATS-5
HATS-50,,1.12,Hydrogen,2017,HATS-50
HATS-51,,1.44,Hydrogen,2017,HATS-51
HATS-52,,1.05,Hydrogen,2017,HATS-52
HATS-53,,1.1,Hydrogen,2017,HATS-53
HATS-54,G6 V,1.23,Hydrogen,2019,HATS-54
HATS-55,,1.13,Hydrogen,2019,HATS-55
HATS-56,,2.2,Hydrogen,2019,HATS-56
HATS-57,,0.96,Hydrogen,2019,HATS-57
HATS-58,,1.43,Hydrogen,2019,HATS-58 A
HATS-59,,1.04,Hydrogen,2018,HATS-59
HATS-59,,1.04,Hydrogen,2018,HATS-59
HATS-6,M1 V,0.57,Hydrogen,2015,HATS-6
HATS-60,,1.46,Hydrogen,2018,HATS-60
HATS-61,,1.66,Hydrogen,2018,HATS-61
HATS-62,,0.93,Hydrogen,2018,HATS-62
HATS-63,,1.07,Hydrogen,2018,HATS-63
HATS-64,,2.11,Hydrogen,2018,HATS-64
HATS-65,,1.31,Hydrogen,2018,HATS-65
HATS-66,,1.84,Hydrogen,2018,HATS-66
HATS-67,,1.44,Hydrogen,2018,HATS-67
HATS-68,,1.75,Hydrogen,2018,HATS-68
HATS-69,,0.88,Hydrogen,2018,HATS-69
HATS-7,K2,0.82,Hydrogen,2015,HATS-7
HATS-70,,1.88,Hydrogen,2019,HATS-70
HATS-71,M3 V,0.48,Hydrogen,2020,HATS-71
HATS-72,,0.72,Hydrogen,2020,HATS-72
HATS-74,,0.58,Hydrogen,2021,HATS-74 A
HATS-75,,0.58,Hydrogen,2021,HATS-75
HATS-76,,0.63,Hydrogen,2021,HATS-76
HATS-77,,0.64,Hydrogen,2021,HATS-77
HATS-8,,1.09,Hydrogen,2015,HATS-8
HATS-9,,1.56,Hydrogen,2015,HATS-9
HD 100546,B9 Vne,1.85,Hydrogen,2014,HD 100546
HD 100655,G9 III,10.06,Hydrogen,2011,HD 100655
HD 100777,G8 V,1.04,Hydrogen,2007,HD 100777
HIP 56998,K4/5V,0.63,Hydrogen,2025,HIP 56998
HIP 56998,K4/5V,0.63,Hydrogen,2025,HIP 56998
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 10180,G1 V,1.11,Hydrogen,2010,HD 10180
HD 101930,K1 V,0.86,Hydrogen,2005,HD 101930
HD 102117,G6 V,1.23,Hydrogen,2005,HD 102117
HD 102195,K0 V,0.82,Hydrogen,2006,HD 102195
HD 102272,K0,10.3,Hydrogen,2008,HD 102272
HD 102329,K0 III,9.82,Hydrogen,2011,HD 102329
HD 102329,K0 III,6.3,Hydrogen,2011,HD 102329
HD 102365,G3/5V,0.95,Hydrogen,2010,HD 102365
HD 102843,K0 V,0.96,Hydrogen,2019,HD 102843
HD 102956,G5,4.55,Hydrogen,2010,HD 102956
HD 103197,K1 V(P),0.88,Hydrogen,2009,HD 103197
HD 103720,K3 V,0.73,Hydrogen,2014,HD 103720
HD 103774,F5 V,1.58,Hydrogen,2013,HD 103774
HD 103891,F9,2.22,Hydrogen,2022,HD 103891
HD 103949,K3 V,0.75,Hydrogen,2019,HD 103949
HD 104067,K2 V,0.78,Hydrogen,2009,HD 104067
HD 104067,K2V,0.78,Hydrogen,2009,HD 104067
HD 10442,K0 IV,1.97,Hydrogen,2014,HD 10442
HD 104985,G9 III,11.12,Hydrogen,2003,HD 104985
HD 105618,,1.27,Hydrogen,2022,HD 105618
HD 105618,,1.27,Hydrogen,2022,HD 105618
HD 105779,G2,0.94,Hydrogen,2022,HD 105779
HD 106252,G0,1.1,Hydrogen,2002,HD 106252
HD 106270,G5 IV,2.66,Hydrogen,2011,HD 106270
HD 106315,F5 V,1.29,Hydrogen,2017,HD 106315
HD 106315,F5 V,1.29,Hydrogen,2017,HD 106315
HD 10647,F9 V,1.1,Hydrogen,2006,HD 10647
HD 106515,G5 V,0.91,Hydrogen,2012,HD 106515 A
HD 106906,F5 V,2.12,Hydrogen,2013,HD 106906
HD 10697,G3 V,1.86,Hydrogen,1999,HD 10697
HD 107148,G5 V,1.17,Hydrogen,2005,HD 107148
HD 107148,G5 V,1.17,Hydrogen,2005,HD 107148
HD 108147,F8 V CH+0.4,1.21,Hydrogen,2002,HD 108147
HD 108202,K4/5 V,0.66,Hydrogen,2023,HD 108202
HD 108236,G3 V,0.88,Hydrogen,2020,HD 108236
HD 108236,G3 V,0.88,Hydrogen,2020,HD 108236
HD 108236,G3 V,0.88,Hydrogen,2020,HD 108236
HD 108236,G3 V,0.88,Hydrogen,2020,HD 108236
HD 108236,G3 V,0.88,Hydrogen,2020,HD 108236
HD 108341,K2 V,0.79,Hydrogen,2014,HD 108341
HD 108863,K0,5.74,Hydrogen,2011,HD 108863
HD 108874,G5,1.05,Hydrogen,2002,HD 108874
HD 108874,G5,1.09,Hydrogen,2002,HD 108874
HD 109246,G0 V,1.07,Hydrogen,2010,HD 109246
HD 109271,G5 V,1.29,Hydrogen,2013,HD 109271
HD 109271,G5 V,1.29,Hydrogen,2013,HD 109271
HD 109286,G4 V,1.09,Hydrogen,2021,HD 109286
HD 109749,G3 V,1.22,Hydrogen,2005,HD 109749
HD 10975,K0 III,11.16,Hydrogen,2021,HD 10975
HD 109833,,1,Hydrogen,2022,HD 109833
HD 109833,,1,Hydrogen,2022,HD 109833
HD 109988,,0.87,Hydrogen,2022,HD 109988
HD 110014,K2 III,20.9,Hydrogen,2009,HD 110014
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110067,K0.0 V,0.79,Hydrogen,2023,HD 110067
HD 110082,F8 V,1.19,Hydrogen,2021,HD 110082
HD 110113,G,0.97,Hydrogen,2021,HD 110113
HD 110113,G,0.97,Hydrogen,2021,HD 110113
HIP 62039,G6/8 V,1.17,Hydrogen,2022,HD 110537
HD 11112,,1.47,Hydrogen,2022,HD 11112
HD 111232,G8 V,0.9,Hydrogen,2003,HD 111232
HD 111232,G8 V,0.9,Hydrogen,2003,HD 111232
HD 111591,K0 III,8.03,Hydrogen,2017,HD 111591
HD 111998,F6 V,1.45,Hydrogen,2016,HD 111998
HD 112300,M1 III,65.8,Hydrogen,2023,HD 112300
HD 112570,K0 III,9.85,Hydrogen,2023,HD 112570
HD 112640,K0 III,39,Hydrogen,2020,HD 112640
HD 113337,F6 V,1.53,Hydrogen,2013,HD 113337
HD 113337,F6 V,1.53,Hydrogen,2013,HD 113337
HIP 8541,K2 III/ IV,6.78,Hydrogen,2022,HIP 8541
HD 113538,K9 V,0.53,Hydrogen,2010,HD 113538
HD 113538,K9 V,0.53,Hydrogen,2010,HD 113538
HD 113996,K5 III,25.11,Hydrogen,2017,HD 113996
HD 114082,F3 V,1.49,Hydrogen,2022,HD 114082
HD 114386,K3V,0.76,Hydrogen,2003,HD 114386
HD 114729,G0 V,1.47,Hydrogen,2002,HD 114729
HD 114783,K0,0.84,Hydrogen,2001,HD 114783
HD 114783,K1 V,0.84,Hydrogen,2001,HD 114783
HD 11505,,1.2,Hydrogen,2022,HD 11505
HD 11506,G0 V,1.24,Hydrogen,2007,HD 11506
HD 11506,G0 V,1.34,Hydrogen,2007,HD 11506
HD 11506,G0 V,1.24,Hydrogen,2007,HD 11506
HIP 64797 A,K2V,0.73,Hydrogen,2022,HD 115404 A
HIP 64797 A,K2V,0.73,Hydrogen,2022,HD 115404 A
HD 115954,G0 V,1.21,Hydrogen,2021,HD 115954
HD 116029,K0,4.89,Hydrogen,2011,HD 116029
HD 116029,K0,4.6,Hydrogen,2011,HD 116029
HD 117207,G7 IV-V,1.07,Hydrogen,2004,HD 117207
HD 11755,G5,20.58,Hydrogen,2015,HD 11755
HD 117618,G2 V,1.2,Hydrogen,2004,HD 117618
HD 118203,,2.1,Hydrogen,2005,HD 118203
HD 118203,,2.1,Hydrogen,2005,HD 118203
HD 11964,G9 V CN+1,2.01,Hydrogen,2005,HD 11964
HD 11964,G9 V CN+1,2.01,Hydrogen,2005,HD 11964
HD 11977,G8 III/IV,10.09,Hydrogen,2005,HD 11977
HD 120084,G7 III,10.37,Hydrogen,2013,HD 120084
HD 121504,G2 V,1.07,Hydrogen,2003,HD 121504
HD 12235,,1.8,Hydrogen,2022,HD 12235
HD 12235,,1.8,Hydrogen,2022,HD 12235
HD 122562,,2.17,Hydrogen,2022,HD 122562
HD 124330,G4 IV,1.3,Hydrogen,2021,HD 124330
HD 12484,F8,1,Hydrogen,2016,HD 12484
HD 125271,,0.75,Hydrogen,2022,HD 125271
HD 125390,G7 III,6.47,Hydrogen,2019,HD 125390
HD 125595,K4 V,0.74,Hydrogen,2009,HD 125595
HD 125612,G3 V,1.07,Hydrogen,2007,HD 125612
HD 125612,G3 V,1.05,Hydrogen,2007,HD 125612
HD 125612,G3 V,1.05,Hydrogen,2007,HD 125612
HD 12648,G5,11.02,Hydrogen,2015,HD 12648
HD 126525,G4 V,0.98,Hydrogen,2018,HD 126525
HD 12661,K0,1.2,Hydrogen,2000,HD 12661
HD 12661,K0,1.11,Hydrogen,2000,HD 12661
HD 126614,G8 IV,1.37,Hydrogen,2009,HD 126614
HIP 70950,K3V,0.74,Hydrogen,2022,HD 127506
HD 128311,K0,0.76,Hydrogen,2002,HD 128311
HD 128311,K0,0.76,Hydrogen,2002,HD 128311
HD 128356,K3 V,0.85,Hydrogen,2016,HD 128356
HD 129445,G6 V,1.18,Hydrogen,2009,HD 129445
HD 130322,K0 V,0.85,Hydrogen,1999,HD 130322
HD 131496,K0,4.44,Hydrogen,2011,HD 131496
HD 13167,G3 V,2.39,Hydrogen,2018,HD 13167
HD 13189,K2,38.41,Hydrogen,2005,HD 13189
HD 132406,G0 V,1.34,Hydrogen,2007,HD 132406
HD 132563,F8,1.3,Hydrogen,2011,HD 132563
HD 133131,G2 V,0.96,Hydrogen,2016,HD 133131 A
HD 133131,G2 V,0.96,Hydrogen,2016,HD 133131 A
HD 133131,G2 V,0.99,Hydrogen,2016,HD 133131 B
HD 134060,G3 IV,1.16,Hydrogen,2019,HD 134060
HD 134060,G3 IV,1.16,Hydrogen,2019,HD 134060
HD 134606,G5IV,1.16,Hydrogen,2024,HD 134606
HD 134606,G5IV,1.16,Hydrogen,2024,HD 134606
HD 134606,G5IV,1.16,Hydrogen,2024,HD 134606
HD 134606,G5IV,1.16,Hydrogen,2024,HD 134606
HD 134606,G5IV,1.16,Hydrogen,2024,HD 134606
HD 134987,G5 V,1.22,Hydrogen,1999,HD 134987
HD 134987,G5 V,1.25,Hydrogen,1999,HD 134987
HD 135625,G3 IV/V,1.36,Hydrogen,2023,HD 135625
HD 135694,,1.07,Hydrogen,2023,HD 135694
HD 135872,,3.93,Hydrogen,2022,HD 135872
HD 136118,F7 V,1.68,Hydrogen,2022,HD 136118
HD 136352,G4 V,1.06,Hydrogen,2019,HD 136352
HD 136352,G4 V,1.06,Hydrogen,2019,HD 136352
HD 136352,G4 V,1.06,Hydrogen,2019,HD 136352
HD 136418,G5,3.78,Hydrogen,2009,HD 136418
HD 136925,,1.19,Hydrogen,2021,HD 136925
HD 13724,,1.04,Hydrogen,2022,HD 13724
HD 137388,K2 IV,0.88,Hydrogen,2011,HD 137388
HD 137496,G,1.59,Hydrogen,2021,HD 137496
HD 137496,G,1.59,Hydrogen,2021,HD 137496
HD 13808,K2 V,0.78,Hydrogen,2021,HD 13808
HD 13808,K2 V,0.78,Hydrogen,2021,HD 13808
HD 13908,F8 V,1.67,Hydrogen,2013,HD 13908
HD 13908,F8 V,1.67,Hydrogen,2013,HD 13908
HD 13931,G0,1.25,Hydrogen,2009,HD 13931
HD 139357,K4 III,11.47,Hydrogen,2008,HD 139357
HD 1397,G5 III/IV,2.34,Hydrogen,2018,HD 1397
HD 14067,G9 III,12.4,Hydrogen,2014,HD 14067
HIP 77358,G7 IV,0.95,Hydrogen,2022,HD 140901
HIP 77358,G7 IV,0.95,Hydrogen,2022,HD 140901
HD 141004,G0Vvar,1.39,Hydrogen,2021,HD 141004
HD 141399,K0,1.39,Hydrogen,2014,HD 141399
HD 141399,K0,1.39,Hydrogen,2014,HD 141399
HD 141399,K0,1.39,Hydrogen,2014,HD 141399
HD 141399,K0,1.39,Hydrogen,2014,HD 141399
HD 141937,G2/G3 V,1.03,Hydrogen,2002,HD 141937
HD 142,F7V,1.41,Hydrogen,2022,HD 142
HD 142,G1 IV,1.47,Hydrogen,2022,HD 142
HD 142,F7V,1.47,Hydrogen,2022,HD 142
HD 142022,G9 IV-V,1.04,Hydrogen,2005,HD 142022 A
HD 142245,K0,4.63,Hydrogen,2011,HD 142245
HD 142415,G1 V,1.04,Hydrogen,2003,HD 142415
HD 143105,F5,1.65,Hydrogen,2016,HD 143105
HD 143361,G6 V,0.92,Hydrogen,2008,HD 143361
HD 144899,,1.65,Hydrogen,2022,HD 144899
HD 145377,G3 V,1.05,Hydrogen,2008,HD 145377
HD 145457,K0,9.9,Hydrogen,2010,HD 145457
14 Her,K0V,1,Hydrogen,2002,14 Her
HD 145934,K0,6.93,Hydrogen,2015,HD 145934
HD 1461,G0 V,1.15,Hydrogen,2010,HD 1461
HD 1461,G0 V,1.15,Hydrogen,2010,HD 1461
HD 147018,G9 V,0.94,Hydrogen,2009,HD 147018
HD 147018,G9 V,0.94,Hydrogen,2009,HD 147018
HD 147379,M0.0 V,0.63,Hydrogen,2017,HD 147379
HD 147513,G3/5V,0.98,Hydrogen,2003,HD 147513
HD 14787,G5,5.01,Hydrogen,2018,HD 14787
HD 147873,G1 V,2.29,Hydrogen,2016,HD 147873
HD 147873,G1 V,2.29,Hydrogen,2016,HD 147873
HD 148156,G0/2 V,1.21,Hydrogen,2009,HD 148156
HD 148164,F8,1.34,Hydrogen,2018,HD 148164
HD 148164,F8,1.34,Hydrogen,2018,HD 148164
HD 148427,K0 III/IV,3.86,Hydrogen,2009,HD 148427
HD 149026,G0,1.41,Hydrogen,2005,HD 149026
HD 149143,G0,1.44,Hydrogen,2005,HD 149143
HIP 81375,K0V,0.89,Hydrogen,2022,HD 149806
HD 150010,K2 III,16.2,Hydrogen,2022,HD 150010
HD 1502,K0,4.67,Hydrogen,2011,HD 1502
HD 150706,G0 V,0.96,Hydrogen,2012,HD 150706
HD 151450,,1.17,Hydrogen,2022,HD 151450
HD 151450,,1.17,Hydrogen,2022,HD 151450
HD 152079,G6 V,1.13,Hydrogen,2009,HD 152079
HD 152581,K0,5.14,Hydrogen,2011,HD 152581
HD 152843,G0,1.43,Hydrogen,2021,HD 152843
HD 152843,G0,1.43,Hydrogen,2021,HD 152843
HD 15337,K1 V,0.86,Hydrogen,2019,HD 15337
HD 15337,K1 V,0.86,Hydrogen,2019,HD 15337
HIP 83020 A,K0,0.75,Hydrogen,2022,HD 153557
HIP 83020 A,K0,0.75,Hydrogen,2022,HD 153557
HIP 83020 A,K0,0.75,Hydrogen,2022,HD 153557
HD 153950,F8 V,1.28,Hydrogen,2008,HD 153950
HD 154088,K0 IV-V,0.95,Hydrogen,2021,HD 154088
HD 154345,G9,0.85,Hydrogen,2006,HD 154345
HD 154391,K1 III,8.56,Hydrogen,2023,HD 154391
HD 154672,G3 IV,1.32,Hydrogen,2008,HD 154672
HD 154857,G5 V,2.3,Hydrogen,2004,HD 154857
HD 154857,G5 V,1.76,Hydrogen,2004,HD 154857
HD 155193,F8 IV,1.76,Hydrogen,2021,HD 155193
HD 155358,G0,1.38,Hydrogen,2007,HD 155358
HD 155358,G0,1.38,Hydrogen,2007,HD 155358
HIP 84988,G2V,1.02,Hydrogen,2022,HD 155918
HIP 84988,G2V,1.02,Hydrogen,2022,HD 155918
HD 156098,,2.76,Hydrogen,2022,HD 156098
HD 156098,,2.76,Hydrogen,2022,HD 156098
HD 156279,G6,0.95,Hydrogen,2011,HD 156279
HD 156279,G6,0.97,Hydrogen,2011,HD 156279
HD 156411,F8 IV/V,2.16,Hydrogen,2009,HD 156411
HD 156668,K2,0.72,Hydrogen,2010,HD 156668
HD 156668,K2,0.77,Hydrogen,2010,HD 156668
HD 156846,G0 V,1.9,Hydrogen,2007,HD 156846
HD 158038,K0,4.5,Hydrogen,2011,HD 158038
HD 158259,G0,1.21,Hydrogen,2020,HD 158259
HD 158259,G0,1.21,Hydrogen,2020,HD 158259
HD 158259,G0,1.21,Hydrogen,2020,HD 158259
HD 158259,G0,1.21,Hydrogen,2020,HD 158259
HD 158259,G0,1.21,Hydrogen,2020,HD 158259
HD 158996,K5 III,50.3,Hydrogen,2018,HD 158996
HD 15906,K V,0.76,Hydrogen,2023,HD 15906
HD 15906,K V,0.76,Hydrogen,2023,HD 15906
HD 159243,G0 V,1.12,Hydrogen,2013,HD 159243
HD 159243,G0 V,1.12,Hydrogen,2013,HD 159243
HD 159868,G5 V,2.13,Hydrogen,2006,HD 159868
HD 159868,G5 V,2.13,Hydrogen,2006,HD 159868
HD 1605,K1 IV,3.49,Hydrogen,2015,HD 1605
HD 1605,K1 IV,3.49,Hydrogen,2015,HD 1605
HD 160691,G3 IV-V,1.33,Hydrogen,2000,HD 160691
HD 160691,G3 IV-V,1.33,Hydrogen,2000,HD 160691
HD 160691,G3 IV-V,1.33,Hydrogen,2000,HD 160691
HD 160691,G3 IV-V,1.33,Hydrogen,2000,HD 160691
HD 161178,G9 III,10.95,Hydrogen,2021,HD 161178
HD 16141,G5 IV,1.48,Hydrogen,2000,HD 16141
HD 16175,G2,1.72,Hydrogen,2009,HD 16175
HD 162020,K3 V,0.75,Hydrogen,2002,HD 162020
HD 163607,G5,1.76,Hydrogen,2010,HD 163607
HD 163607,G5,1.76,Hydrogen,2010,HD 163607
HD 16417,G1 V,1.64,Hydrogen,2008,HD 16417
HD 164509,G5,1.11,Hydrogen,2010,HD 164509
HD 164595,G2 V,1.02,Hydrogen,2015,HD 164595
HD 164604,K3.5 V,0.77,Hydrogen,2009,HD 164604
HD 164922,G9 V,0.95,Hydrogen,2005,HD 164922
HD 164922,G9 V,0.95,Hydrogen,2005,HD 164922
HD 164922,G9 V,0.95,Hydrogen,2005,HD 164922
HD 164922,G9 V,1,Hydrogen,2005,HD 164922
HD 165131,G3/5 V,1.06,Hydrogen,2023,HD 165131
HD 165155,G8 V,0.95,Hydrogen,2016,HD 165155
HD 1666,F7 V,1.93,Hydrogen,2015,HD 1666
HD 166724,K0 IV-V,0.8,Hydrogen,2012,HD 166724
HD 167042,K1 IV,4.63,Hydrogen,2007,HD 167042
HD 167677,G5 V,0.95,Hydrogen,2023,HD 167677
HD 167768,G8 III,9.7,Hydrogen,2022,HD 167768
HD 168009,G2V,1.21,Hydrogen,2021,HD 168009
HD 168443,G5,1.71,Hydrogen,1998,HD 168443
HD 168443,G5,1.71,Hydrogen,1998,HD 168443
HD 168746,G5,1.09,Hydrogen,2002,HD 168746
HD 168863,,0.78,Hydrogen,2022,HD 168863
HD 1690,K1 III,21.66,Hydrogen,2010,HD 1690
HD 16905,K3 V,0.77,Hydrogen,2022,HD 16905
HD 169142,,1.54,Hydrogen,2023,HD 169142
HD 169830,F8 V,1.94,Hydrogen,2000,HD 169830
HD 169830,F7 V,1.94,Hydrogen,2000,HD 169830
HD 170469,G5 IV,1.24,Hydrogen,2007,HD 170469
HD 17092,K0 III,13.58,Hydrogen,2007,HD 17092
HD 171028,G0,2.47,Hydrogen,2007,HD 171028
HD 171238,G8 V,1.01,Hydrogen,2009,HD 171238
HD 17156,G5,1.55,Hydrogen,2007,HD 17156
HD 173416,G8,13.5,Hydrogen,2008,HD 173416
HD 174205,K2,26.6,Hydrogen,2022,HD 174205
HD 175167,G5 IV/V,1.75,Hydrogen,2009,HD 175167
HD 175541,G8 IV,4.19,Hydrogen,2007,HD 175541
HD 175607,G6 V,0.7,Hydrogen,2015,HD 175607
HD 17674,G0 V,1.18,Hydrogen,2017,HD 17674
HD 176986,K2.5 V,0.78,Hydrogen,2017,HD 176986
HD 176986,K2.5 V,0.78,Hydrogen,2017,HD 176986
HD 177565,G8V,0.97,Hydrogen,2017,HD 177565
HD 177830,K0,3.26,Hydrogen,1999,HD 177830
HD 177830,K0,2.62,Hydrogen,1999,HD 177830
HD 178911,G5,1.08,Hydrogen,2001,HD 178911 B
HD 179079,G5 IV,1.63,Hydrogen,2008,HD 179079
HD 179949,F8 V,1.27,Hydrogen,2000,HD 179949
HD 180053,K0,4.06,Hydrogen,2018,HD 180053
HD 18015,G6 IV,3.13,Hydrogen,2018,HD 18015
HD 180314,K0,9.2,Hydrogen,2010,HD 180314
HD 180617,M2.5 V,0.48,Hydrogen,2018,HD 180617
HD 180902,K0 III/IV,4.16,Hydrogen,2009,HD 180902
HD 181234,G8 IV,1.06,Hydrogen,2019,HD 181234
HD 181342,K0 III,4.71,Hydrogen,2009,HD 181342
HIP 13642 A,K2,0.87,Hydrogen,2022,HD 18143
HIP 13642 A,K2,0.87,Hydrogen,2022,HD 18143
HD 181433,K3 IV,0.79,Hydrogen,2008,HD 181433
HD 181433,K3 IV,0.81,Hydrogen,2008,HD 181433
HD 181433,K3 IV,0.81,Hydrogen,2008,HD 181433
HD 181720,G1 V,1.5,Hydrogen,2009,HD 181720
HD 183263,G2 IV,1.23,Hydrogen,2004,HD 183263
HD 183263,G2 IV,1.29,Hydrogen,2004,HD 183263
HD 183579,G2 V,0.96,Hydrogen,2021,HD 183579
HD 184010,K0 III-IV,4.86,Hydrogen,2022,HD 184010
HD 184010,K0 III-IV,4.86,Hydrogen,2022,HD 184010
HD 184010,K0 III-IV,4.86,Hydrogen,2022,HD 184010
HD 18438,M2.5 III,88.48,Hydrogen,2023,HD 18438
HD 185269,G0 IV,2,Hydrogen,2006,HD 185269
HD 185283,K3 V,0.74,Hydrogen,2023,HD 185283
HD 18599,K2 V,0.77,Hydrogen,2022,HD 18599
HD 187085,G0 V,1.27,Hydrogen,2006,HD 187085
HD 187123,G3 V,1.15,Hydrogen,1998,HD 187123
HD 187123,G3 V,1.15,Hydrogen,1998,HD 187123
HD 18742,G8/K0 IV,5.13,Hydrogen,2011,HD 18742
HD 188015,G5 IV,1.13,Hydrogen,2004,HD 188015
HD 188641,,1.94,Hydrogen,2022,HD 188641
HD 189567,G3 V,1.04,Hydrogen,2021,HD 189567
HD 189567,G3 V,1.04,Hydrogen,2021,HD 189567
HD 189733,K2 V,0.75,Hydrogen,2005,HD 189733
HD 190007,K4 V,0.79,Hydrogen,2020,HD 190007
HD 190228,G5 IV,2.59,Hydrogen,2022,HD 190228
HD 190360,G V,1.14,Hydrogen,2003,HD 190360
HD 190360,G6 IV,1.17,Hydrogen,2003,HD 190360
HD 190647,G5 V,1.38,Hydrogen,2007,HD 190647
HD 190984,F8 V,1.53,Hydrogen,2009,HD 190984
HD 191806,K0,1.4,Hydrogen,2016,HD 191806
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 191939,,0.93,Hydrogen,2020,HD 191939
HD 192263,K2 V,0.74,Hydrogen,1999,HD 192263
HD 192310,K3V,0.86,Hydrogen,2011,HD 192310
HD 192310,K3V,0.81,Hydrogen,2011,HD 192310
HD 192699,G8 IV,4.41,Hydrogen,2007,HD 192699
HD 194490,,1.15,Hydrogen,2022,HD 194490
HD 195019,G3 IV-V,1.48,Hydrogen,1998,HD 195019
HD 196050,G3 V,1.42,Hydrogen,2002,HD 196050
HD 196067,G1 V,1.73,Hydrogen,2012,HD 196067
HD 19615,K0,32.3,Hydrogen,2022,HD 19615
HD 196885,F8 V,1.31,Hydrogen,2007,HD 196885 A
HD 197037,F7 V,1.1,Hydrogen,2012,HD 197037
HIP 104436,G3V,0.92,Hydrogen,2022,HD 199509
HD 19994,F8 V,1.8,Hydrogen,2003,HD 19994
HD 20003,G8 V,0.92,Hydrogen,2019,HD 20003
HD 20003,G8 V,0.92,Hydrogen,2019,HD 20003
HD 200964,G8 IV,4.92,Hydrogen,2010,HD 200964
HD 200964,G8 IV,4.92,Hydrogen,2010,HD 200964
HD 202206,G6 V,1.04,Hydrogen,2004,HD 202206
HD 202696,K0 III-IV,6.43,Hydrogen,2019,HD 202696
HD 202696,K0 III-IV,6.43,Hydrogen,2019,HD 202696
HD 202772,,2.59,Hydrogen,2019,HD 202772 A
HD 203030,G8 V,0.86,Hydrogen,2006,HD 203030
HD 20329,,1.13,Hydrogen,2022,HD 20329
HD 203387,,10.59,Hydrogen,2022,HD 203387
HD 203387,,10.59,Hydrogen,2022,HD 203387
HD 2039,G2/G3 IV/V,1.19,Hydrogen,2002,HD 2039
HD 204313,G5 V,1.1,Hydrogen,2010,HD 204313
HD 204313,G5 V,1.13,Hydrogen,2010,HD 204313
HD 204313,G5 V,1.13,Hydrogen,2010,HD 204313
HD 204941,K1/2V,0.78,Hydrogen,2011,HD 204941
HD 205158,,1.88,Hydrogen,2022,HD 205158
HD 205739,F7 V,1.33,Hydrogen,2008,HD 205739
HD 206255,G5 IV/V,2.22,Hydrogen,2019,HD 206255
HD 206610,K0 III,6.12,Hydrogen,2009,HD 206610
HD 206893,F5 V,1.31,Hydrogen,2021,HD 206893
HD 206893,F5 V,1.31,Hydrogen,2021,HD 206893
HD 207496,K2.5 V,0.77,Hydrogen,2023,HD 207496
HD 20782,K0 V,0.83,Hydrogen,2019,HD 20781
HD 20782,K0 V,0.83,Hydrogen,2019,HD 20781
HD 20782,K0 V,0.83,Hydrogen,2019,HD 20781
HD 20782,K0 V,0.83,Hydrogen,2019,HD 20781
HD 20782,G1.5 V,1.13,Hydrogen,2019,HD 20782
HD 207832,G5 V,0.89,Hydrogen,2012,HD 207832
HD 207832,G5 V,0.9,Hydrogen,2012,HD 207832
HD 207897,K0 V,0.78,Hydrogen,2021,HD 207897
HD 20794,G6 V,0.93,Hydrogen,2011,HD 20794
HD 20794,G6 V,0.93,Hydrogen,2011,HD 20794
HD 20794,G8,0.92,Hydrogen,2011,HD 20794
HD 20794,G6 V,0.93,Hydrogen,2011,HD 20794
HD 208487,G2 V,1.2,Hydrogen,2004,HD 208487
