Planet Name,Star Name,Orbital Period [days],
Kepler-1148 b,Kepler-1148,1.10446351,
Kepler-1149 b,Kepler-1149,3.73089898,
Kepler-115 b,Kepler-115,2.403679,
Kepler-115 c,Kepler-115,8.990889,
Kepler-1150 b,Kepler-1150,2.78786839,
Kepler-1151 b,Kepler-1151,65.6478424,
Kepler-1152 b,Kepler-1152,1.64680191,
Kepler-1153 b,Kepler-1153,1.75583533,
Kepler-1154 b,Kepler-1154,5.1856142,
Kepler-1154 c,Kepler-1154,8.45808312,
Kepler-1155 b,Kepler-1155,33.469743,
Kepler-1156 b,Kepler-1156,11.89520511,
Kepler-1157 b,Kepler-1157,4.45743164,
Kepler-1158 b,Kepler-1158,13.5396293,
Kepler-1159 b,Kepler-1159,22.70816791,
Kepler-116 b,Kepler-116,5.968734,
Kepler-116 c,Kepler-116,13.07163,
Kepler-1160 b,Kepler-1160,7.97034958,
Kepler-1161 b,Kepler-1161,10.71252541,
Kepler-1162 b,Kepler-1162,32.5637069,
Kepler-1162 c,Kepler-1162,59.284064,
Kepler-1163 b,Kepler-1163,6.11786898,
Kepler-1164 b,Kepler-1164,3.97599768,
Kepler-1165 b,Kepler-1165,9.478522,
Kepler-1165 c,Kepler-1165,29.96870041,
Kepler-1166 b,Kepler-1166,33.2406882,
Kepler-1167 b,Kepler-1167,1.00393374,
Kepler-1168 b,Kepler-1168,55.8226539,
Kepler-1169 b,Kepler-1169,6.11009134,
Kepler-117 b,Kepler-117,18.7959228,
Kepler-117 c,Kepler-117,50.790391,
Kepler-1170 b,Kepler-1170,9.98969327,
Kepler-1171 b,Kepler-1171,1.44259224,
Kepler-1172 b,Kepler-1172,26.0204423,
Kepler-1173 b,Kepler-1173,0.7698536,
Kepler-1174 b,Kepler-1174,6.89225223,
Kepler-1175 b,Kepler-1175,37.94563,
Kepler-1176 b,Kepler-1176,24.1738579,
Kepler-1177 b,Kepler-1177,106.247547,
Kepler-1178 b,Kepler-1178,31.80634,
Kepler-1179 b,Kepler-1179,2.68505749,
Kepler-118 b,Kepler-118,7.518496,
Kepler-118 c,Kepler-118,20.17202,
Kepler-1180 b,Kepler-1180,16.8601286,
Kepler-1181 b,Kepler-1181,4.89337519,
Kepler-1181 c,Kepler-1181,8.93484887,
Kepler-1182 b,Kepler-1182,11.17394617,
Kepler-1183 b,Kepler-1183,28.5057189,
Kepler-1184 b,Kepler-1184,53.5991044,
Kepler-1185 b,Kepler-1185,104.3518976,
Kepler-1186 b,Kepler-1186,16.07677615,
Kepler-1187 b,Kepler-1187,18.87064068,
Kepler-1188 b,Kepler-1188,17.1369543,
Kepler-1189 b,Kepler-1189,3.78858982,
Kepler-119 b,Kepler-119,2.422082,
Kepler-119 c,Kepler-119,4.125103,
Kepler-1190 b,Kepler-1190,10.45843441,
Kepler-1191 b,Kepler-1191,5.60014851,
Kepler-1192 b,Kepler-1192,25.2034787,
Kepler-1193 b,Kepler-1193,2.83265213,
Kepler-1194 b,Kepler-1194,16.22371307,
Kepler-1195 b,Kepler-1195,8.49642241,
Kepler-1196 b,Kepler-1196,66.1849031,
Kepler-1197 b,Kepler-1197,2.03231845,
Kepler-1198 b,Kepler-1198,7.6847716,
Kepler-1199 b,Kepler-1199,15.0447198,
Kepler-12 b,Kepler-12,4.4379629,
Kepler-120 b,Kepler-120,6.312501,
Kepler-120 c,Kepler-120,12.794585,
Kepler-1200 b,Kepler-1200,1.11854972,
Kepler-1201 b,Kepler-1201,15.18725932,
Kepler-1202 b,Kepler-1202,28.6851324,
Kepler-1203 b,Kepler-1203,0.58800076,
Kepler-1204 b,Kepler-1204,85.7350285,
Kepler-1205 b,Kepler-1205,1.07839035,
Kepler-1206 b,Kepler-1206,1.21699766,
Kepler-1207 b,Kepler-1207,13.68237119,
Kepler-1208 b,Kepler-1208,11.08507637,
Kepler-1209 b,Kepler-1209,25.369116,
Kepler-121 b,Kepler-121,3.177422,
Kepler-121 c,Kepler-121,41.008011,
Kepler-1210 b,Kepler-1210,8.07124073,
Kepler-1211 b,Kepler-1211,11.01816836,
Kepler-1212 b,Kepler-1212,12.94130146,
Kepler-1213 b,Kepler-1213,5.34982412,
Kepler-1214 b,Kepler-1214,18.82634264,
Kepler-1215 b,Kepler-1215,4.76703963,
Kepler-1216 b,Kepler-1216,4.37034536,
Kepler-1217 b,Kepler-1217,2.03232507,
Kepler-1218 b,Kepler-1218,22.9221266,
Kepler-1219 b,Kepler-1219,16.10467749,
Kepler-122 b,Kepler-122,5.766193,
Kepler-122 c,Kepler-122,12.465988,
Kepler-122 d,Kepler-122,21.587475,
Kepler-122 e,Kepler-122,37.993273,
Kepler-122 f,Kepler-122,56.268,
Kepler-1220 b,Kepler-1220,7.42693741,
Kepler-1221 b,Kepler-1221,12.00096042,
Kepler-1222 b,Kepler-1222,1.91694425,
Kepler-1223 b,Kepler-1223,16.301259,
Kepler-1224 b,Kepler-1224,13.32351601,
Kepler-1225 b,Kepler-1225,7.01075434,
Kepler-1226 b,Kepler-1226,17.2923453,
Kepler-1227 b,Kepler-1227,94.2887577,
Kepler-1228 b,Kepler-1228,0.57736958,
Kepler-1229 b,Kepler-1229,86.828989,
Kepler-123 b,Kepler-123,17.232366,
Kepler-123 c,Kepler-123,26.695074,
Kepler-1230 b,Kepler-1230,9.95661537,
Kepler-1231 b,Kepler-1231,10.41725184,
Kepler-1232 b,Kepler-1232,26.7839183,
Kepler-1233 b,Kepler-1233,45.1263042,
Kepler-1234 b,Kepler-1234,11.94014029,
Kepler-1235 b,Kepler-1235,4.16055856,
Kepler-1236 b,Kepler-1236,31.0571618,
Kepler-1237 b,Kepler-1237,84.5733226,
Kepler-1238 b,Kepler-1238,4.14787559,
Kepler-1239 b,Kepler-1239,5.19104016,
Kepler-124 b,Kepler-124,3.410493,
Kepler-124 c,Kepler-124,13.821375,
Kepler-124 d,Kepler-124,30.950851,
Kepler-1240 b,Kepler-1240,4.8663815,
Kepler-1241 b,Kepler-1241,18.5525701,
Kepler-1242 b,Kepler-1242,13.62798432,
Kepler-1243 b,Kepler-1243,16.8320729,
Kepler-1244 b,Kepler-1244,3.70428172,
Kepler-1245 b,Kepler-1245,4.35409304,
Kepler-1245 c,Kepler-1245,2.93658468,
Kepler-1246 b,Kepler-1246,11.32271513,
Kepler-1247 b,Kepler-1247,13.71220213,
Kepler-1248 b,Kepler-1248,7.46725407,
Kepler-1249 b,Kepler-1249,24.3347127,
Kepler-125 b,Kepler-125,4.164389,
Kepler-125 c,Kepler-125,5.774464,
Kepler-1250 b,Kepler-1250,2.60754383,
Kepler-1251 b,Kepler-1251,45.0904643,
Kepler-1252 b,Kepler-1252,15.0540329,
Kepler-1253 b,Kepler-1253,68.8861915,
Kepler-1254 b,Kepler-1254,9.99113313,
Kepler-1254 c,Kepler-1254,3.60084276,
Kepler-1254 d,Kepler-1254,5.72717226,
Kepler-1255 b,Kepler-1255,36.2919336,
Kepler-1256 b,Kepler-1256,12.4127754,
Kepler-1257 b,Kepler-1257,2.66831376,
Kepler-1258 b,Kepler-1258,0.98494017,
Kepler-1259 b,Kepler-1259,0.66308526,
Kepler-126 b,Kepler-126,10.495711,
Kepler-126 c,Kepler-126,21.869741,
Kepler-126 d,Kepler-126,100.283134,
Kepler-1260 b,Kepler-1260,19.1187753,
Kepler-1261 b,Kepler-1261,48.4308991,
Kepler-1262 b,Kepler-1262,8.67900242,
Kepler-1263 b,Kepler-1263,4.55139967,
Kepler-1264 b,Kepler-1264,0.96852602,
Kepler-1265 b,Kepler-1265,6.49441289,
Kepler-1266 b,Kepler-1266,28.474748,
Kepler-1266 c,Kepler-1266,4.86631012,
Kepler-1267 b,Kepler-1267,13.0313945,
Kepler-1268 b,Kepler-1268,40.9903986,
Kepler-1269 b,Kepler-1269,37.3331536,
Kepler-127 b,Kepler-127,14.435889,
Kepler-127 c,Kepler-127,29.393195,
Kepler-127 d,Kepler-127,48.630408,
Kepler-1270 b,Kepler-1270,6.03356196,
Kepler-1271 b,Kepler-1271,3.0255955,
Kepler-1272 b,Kepler-1272,51.1309704,
Kepler-1273 b,Kepler-1273,28.625653,
Kepler-1274 b,Kepler-1274,6.98152703,
Kepler-1275 b,Kepler-1275,3.65691115,
Kepler-1276 b,Kepler-1276,12.5720095,
Kepler-1277 b,Kepler-1277,40.8365012,
Kepler-1278 b,Kepler-1278,3.23941344,
Kepler-1279 b,Kepler-1279,23.4774101,
Kepler-128 b,Kepler-128,15,
Kepler-128 c,Kepler-128,22.8,
Kepler-1280 b,Kepler-1280,66.5579057,
Kepler-1281 b,Kepler-1281,3.11602791,
Kepler-1282 b,Kepler-1282,2.13194651,
Kepler-1283 b,Kepler-1283,12.9460978,
Kepler-1284 b,Kepler-1284,0.66407381,
Kepler-1285 b,Kepler-1285,14.7967458,
Kepler-1286 b,Kepler-1286,11.25402929,
Kepler-1287 b,Kepler-1287,11.47685909,
Kepler-1288 b,Kepler-1288,2.76122421,
Kepler-1289 b,Kepler-1289,7.99019627,
Kepler-129 b,Kepler-129,15.79,
Kepler-129 c,Kepler-129,82.2,
Kepler-129 d,Kepler-129,2646,
Kepler-1290 b,Kepler-1290,4.69500134,
Kepler-1291 b,Kepler-1291,8.63043276,
Kepler-1292 b,Kepler-1292,3.27646405,
Kepler-1293 b,Kepler-1293,5.57654784,
Kepler-1294 b,Kepler-1294,115.6862258,
Kepler-1295 b,Kepler-1295,3.81371974,
Kepler-1296 b,Kepler-1296,8.3839865,
Kepler-1297 b,Kepler-1297,1.68189002,
Kepler-1298 b,Kepler-1298,7.12811928,
Kepler-1299 b,Kepler-1299,19.9400874,
Kepler-130 b,Kepler-130,8.457458,
Kepler-130 c,Kepler-130,27.50868,
Kepler-130 d,Kepler-130,87.517905,
Kepler-1300 b,Kepler-1300,22.2419092,
Kepler-1301 b,Kepler-1301,9.08237046,
Kepler-1302 b,Kepler-1302,8.83922659,
Kepler-1303 b,Kepler-1303,7.56127224,
Kepler-1304 b,Kepler-1304,16.1288853,
Kepler-1305 b,Kepler-1305,13.5630972,
Kepler-1306 b,Kepler-1306,16.29595382,
Kepler-1307 b,Kepler-1307,18.01621096,
Kepler-1308 b,Kepler-1308,2.10433812,
Kepler-1309 b,Kepler-1309,28.8432647,
Kepler-131 b,Kepler-131,16.092,
Kepler-131 c,Kepler-131,25.5169,
Kepler-1310 b,Kepler-1310,0.67933627,
Kepler-1311 b,Kepler-1311,11.1726994,
Kepler-1311 c,Kepler-1311,2.53573424,
Kepler-1311 d,Kepler-1311,197.5110016,
Kepler-1312 b,Kepler-1312,5.44832529,
Kepler-1312 c,Kepler-1312,1.11611998,
Kepler-1313 b,Kepler-1313,3.83309118,
Kepler-1314 b,Kepler-1314,5.42474928,
Kepler-1315 b,Kepler-1315,0.84338011,
Kepler-1315 c,Kepler-1315,6.56606007,
Kepler-1316 b,Kepler-1316,87.9732136,
Kepler-1317 b,Kepler-1317,0.56887443,
Kepler-1318 b,Kepler-1318,213.257663,
Kepler-1319 b,Kepler-1319,2.88676264,
Kepler-132 b,Kepler-132,6.178196,
Kepler-132 c,Kepler-132,6.414914,
Kepler-132 d,Kepler-132,18.010199,
Kepler-132 e,Kepler-132,110.2869374,
Kepler-1320 b,Kepler-1320,0.86838653,
Kepler-1321 b,Kepler-1321,11.12830484,
Kepler-1321 c,Kepler-1321,2.22649109,
Kepler-1321 d,Kepler-1321,5.72092009,
Kepler-1322 b,Kepler-1322,0.96286738,
Kepler-1322 c,Kepler-1322,6.45998001,
Kepler-1323 b,Kepler-1323,0.92990668,
Kepler-1324 b,Kepler-1324,4.11584468,
Kepler-1325 b,Kepler-1325,33.8786838,
Kepler-1326 b,Kepler-1326,42.3514267,
Kepler-1327 b,Kepler-1327,14.88801098,
Kepler-1328 b,Kepler-1328,4.52158888,
Kepler-1329 b,Kepler-1329,9.33646594,
Kepler-133 b,Kepler-133,8.129976,
Kepler-133 c,Kepler-133,31.517586,
Kepler-1330 b,Kepler-1330,10.10769068,
Kepler-1331 b,Kepler-1331,0.78916165,
Kepler-1332 b,Kepler-1332,11.87456832,
Kepler-1333 b,Kepler-1333,109.6471842,
Kepler-1334 b,Kepler-1334,15.64591713,
Kepler-1335 b,Kepler-1335,6.26406846,
Kepler-1336 b,Kepler-1336,23.198681,
Kepler-1336 c,Kepler-1336,5.77721211,
Kepler-1337 b,Kepler-1337,24.4002549,
Kepler-1338 b,Kepler-1338,0.93511806,
Kepler-1339 b,Kepler-1339,1.34155513,
Kepler-134 b,Kepler-134,5.317429,
Kepler-134 c,Kepler-134,10.105785,
Kepler-1340 b,Kepler-1340,0.66502692,
Kepler-1341 b,Kepler-1341,132.9968322,
Kepler-1342 b,Kepler-1342,2.21571036,
Kepler-1343 b,Kepler-1343,3.35183158,
Kepler-1344 b,Kepler-1344,4.7683049,
Kepler-1345 b,Kepler-1345,44.6169557,
Kepler-1346 b,Kepler-1346,3.40165668,
Kepler-1347 b,Kepler-1347,14.00947528,
Kepler-1348 b,Kepler-1348,27.5722742,
Kepler-1349 b,Kepler-1349,2.12823928,
Kepler-135 b,Kepler-135,6.00253,
Kepler-135 c,Kepler-135,11.448708,
Kepler-1350 b,Kepler-1350,4.4968604,
Kepler-1350 c,Kepler-1350,1.76678906,
Kepler-1351 b,Kepler-1351,0.91614077,
Kepler-1352 b,Kepler-1352,1.87788275,
Kepler-1353 b,Kepler-1353,24.7543966,
Kepler-1354 b,Kepler-1354,76.613377,
Kepler-1355 b,Kepler-1355,1.28958811,
Kepler-1356 b,Kepler-1356,0.63400294,
Kepler-1357 b,Kepler-1357,3.0091324,
Kepler-1358 b,Kepler-1358,7.06317341,
Kepler-1359 b,Kepler-1359,59.4970952,
Kepler-136 b,Kepler-136,11.5789,
Kepler-136 c,Kepler-136,16.399235,
Kepler-1360 b,Kepler-1360,40.5286413,
Kepler-1361 b,Kepler-1361,3.57554956,
Kepler-1362 b,Kepler-1362,136.205626,
Kepler-1363 b,Kepler-1363,2.94194094,
Kepler-1364 b,Kepler-1364,13.32196237,
Kepler-1365 b,Kepler-1365,7.69993485,
Kepler-1365 c,Kepler-1365,4.77468005,
Kepler-1366 b,Kepler-1366,2.16457097,
Kepler-1367 b,Kepler-1367,1.57409027,
Kepler-1368 b,Kepler-1368,0.67564949,
Kepler-1369 b,Kepler-1369,25.873148,
Kepler-137 b,Kepler-137,8.436387,
Kepler-137 c,Kepler-137,18.735753,
Kepler-1370 b,Kepler-1370,20.2641684,
Kepler-1370 c,Kepler-1370,7.44142113,
Kepler-1371 b,Kepler-1371,3.4462039,
Kepler-1371 c,Kepler-1371,2.00541269,
Kepler-1372 b,Kepler-1372,1.31155557,
Kepler-1373 b,Kepler-1373,1.29123275,
Kepler-1374 b,Kepler-1374,10.65276707,
Kepler-1375 b,Kepler-1375,3.3004192,
Kepler-1376 b,Kepler-1376,5.30880656,
Kepler-1377 b,Kepler-1377,0.74092842,
Kepler-1378 b,Kepler-1378,11.95398936,
Kepler-1379 b,Kepler-1379,0.88184115,
Kepler-138 b,Kepler-138,10.3134,
Kepler-138 c,Kepler-138,13.7815,
Kepler-138 d,Kepler-138,23.0923,
Kepler-138 e,Kepler-138,38.23,
Kepler-1380 b,Kepler-1380,10.3108245,
Kepler-1381 b,Kepler-1381,25.3842686,
Kepler-1382 b,Kepler-1382,16.3583055,
Kepler-1383 b,Kepler-1383,13.9093583,
Kepler-1384 b,Kepler-1384,15.36262753,
Kepler-1385 b,Kepler-1385,2.88879862,
Kepler-1386 b,Kepler-1386,6.73972381,
Kepler-1387 b,Kepler-1387,2.27952666,
Kepler-1388 b,Kepler-1388,12.2854603,
Kepler-1388 c,Kepler-1388,5.53608151,
Kepler-1388 d,Kepler-1388,20.9568158,
Kepler-1388 e,Kepler-1388,37.6327084,
Kepler-1389 b,Kepler-1389,99.2530951,
Kepler-139 b,Kepler-139,15.771044,
Kepler-139 c,Kepler-139,157.072878,
Kepler-139 d,Kepler-139,7.30569992,
Kepler-139 e,Kepler-139,2047.635373,
Kepler-1390 b,Kepler-1390,6.48021673,
Kepler-1391 b,Kepler-1391,54.4092333,
Kepler-1392 b,Kepler-1392,15.1410397,
Kepler-1393 b,Kepler-1393,2.44357812,
Kepler-1394 b,Kepler-1394,3.93766373,
Kepler-1395 b,Kepler-1395,3.78470649,
Kepler-1396 b,Kepler-1396,18.2206421,
Kepler-1397 b,Kepler-1397,47.449955,
Kepler-1398 b,Kepler-1398,2.78815679,
Kepler-1398 c,Kepler-1398,4.13827595,
Kepler-1399 b,Kepler-1399,1.63865306,
Kepler-14 b,Kepler-14,6.790123,
Kepler-140 b,Kepler-140,3.25427,
Kepler-140 c,Kepler-140,91.353282,
Kepler-1400 b,Kepler-1400,9.06689421,
Kepler-1401 b,Kepler-1401,11.20066445,
Kepler-1402 b,Kepler-1402,2.03387914,
Kepler-1403 b,Kepler-1403,5.19492202,
Kepler-1404 b,Kepler-1404,15.9314739,
Kepler-1405 b,Kepler-1405,28.2274184,
Kepler-1406 b,Kepler-1406,11.62905828,
Kepler-1407 b,Kepler-1407,20.0711504,
Kepler-1408 b,Kepler-1408,2.99793191,
Kepler-1409 b,Kepler-1409,0.76486493,
Kepler-141 b,Kepler-141,3.107675,
Kepler-141 c,Kepler-141,7.010606,
Kepler-1410 b,Kepler-1410,60.866168,
Kepler-1411 b,Kepler-1411,86.1150888,
Kepler-1412 b,Kepler-1412,3.6146051,
Kepler-1413 b,Kepler-1413,13.1829642,
Kepler-1414 b,Kepler-1414,3.51576315,
Kepler-1415 b,Kepler-1415,0.63642408,
Kepler-1416 b,Kepler-1416,1.49514952,
Kepler-1417 b,Kepler-1417,20.3505213,
Kepler-1418 b,Kepler-1418,22.4764425,
Kepler-1419 b,Kepler-1419,42.5215895,
Kepler-142 b,Kepler-142,2.024152,
Kepler-142 c,Kepler-142,4.761702,
Kepler-142 d,Kepler-142,41.809118,
Kepler-1420 b,Kepler-1420,6.69960006,
Kepler-1421 b,Kepler-1421,6.9131112,
Kepler-1422 b,Kepler-1422,18.6051942,
Kepler-1423 b,Kepler-1423,23.955378,
Kepler-1424 b,Kepler-1424,29.6091744,
Kepler-1425 b,Kepler-1425,14.4541302,
Kepler-1426 b,Kepler-1426,14.2563227,
Kepler-1427 b,Kepler-1427,0.96897238,
Kepler-1428 b,Kepler-1428,10.67607169,
Kepler-1429 b,Kepler-1429,4.48487493,
Kepler-143 b,Kepler-143,16.007583,
Kepler-143 c,Kepler-143,27.082511,
Kepler-1430 b,Kepler-1430,2.46050993,
Kepler-1431 b,Kepler-1431,5.86601526,
Kepler-1432 b,Kepler-1432,23.9109011,
Kepler-1433 b,Kepler-1433,4.13592271,
Kepler-1434 b,Kepler-1434,8.05333618,
Kepler-1435 b,Kepler-1435,4.45343281,
Kepler-1436 b,Kepler-1436,9.705716,
Kepler-1437 b,Kepler-1437,10.9295461,
Kepler-1438 b,Kepler-1438,2.31942009,
Kepler-1439 b,Kepler-1439,8.07392849,
Kepler-144 b,Kepler-144,5.885273,
Kepler-144 c,Kepler-144,10.104665,
Kepler-1440 b,Kepler-1440,39.859484,
Kepler-1441 b,Kepler-1441,39.4419839,
Kepler-1442 b,Kepler-1442,81.4162941,
Kepler-1443 b,Kepler-1443,2.41811321,
Kepler-1444 b,Kepler-1444,33.42035034,
Kepler-1445 b,Kepler-1445,10.60052251,
Kepler-1446 b,Kepler-1446,0.68996783,
Kepler-1447 b,Kepler-1447,56.6747285,
Kepler-1448 b,Kepler-1448,12.27065865,
Kepler-1449 b,Kepler-1449,13.2274528,
Kepler-145 b,Kepler-145,22.951,
Kepler-145 c,Kepler-145,42.882,
Kepler-1450 b,Kepler-1450,54.5094166,
Kepler-1451 b,Kepler-1451,35.622233,
Kepler-1452 b,Kepler-1452,42.913751,
Kepler-1453 b,Kepler-1453,47.1611696,
Kepler-1454 b,Kepler-1454,47.0319479,
Kepler-1455 b,Kepler-1455,49.276764,
Kepler-1456 b,Kepler-1456,18.1373829,
Kepler-1457 b,Kepler-1457,51.1110243,
Kepler-1458 b,Kepler-1458,47.9872764,
Kepler-1459 b,Kepler-1459,62.8691611,
Kepler-146 b,Kepler-146,31.158799,
Kepler-146 c,Kepler-146,76.732171,
Kepler-1460 b,Kepler-1460,29.9633247,
Kepler-1461 b,Kepler-1461,29.3494775,
Kepler-1462 b,Kepler-1462,65.6488341,
Kepler-1463 b,Kepler-1463,25.15864,
Kepler-1464 b,Kepler-1464,31.7785901,
Kepler-1464 c,Kepler-1464,5.32786292,
Kepler-1465 b,Kepler-1465,31.8277111,
Kepler-1466 b,Kepler-1466,31.1750448,
Kepler-1467 b,Kepler-1467,47.0569043,
Kepler-1468 b,Kepler-1468,8.23984869,
Kepler-1468 c,Kepler-1468,3.54553021,
Kepler-1468 d,Kepler-1468,19.59059906,
Kepler-1469 b,Kepler-1469,21.8635301,
Kepler-147 b,Kepler-147,12.610584,
Kepler-147 c,Kepler-147,33.416423,
Kepler-1470 b,Kepler-1470,16.2950903,
Kepler-1471 b,Kepler-1471,3.63899398,
Kepler-1471 c,Kepler-1471,11.6044881,
Kepler-1472 b,Kepler-1472,38.1312831,
Kepler-1473 b,Kepler-1473,14.4273551,
Kepler-1474 b,Kepler-1474,36.4333452,
Kepler-1475 b,Kepler-1475,82.177374,
Kepler-1476 b,Kepler-1476,10.35863224,
Kepler-1477 b,Kepler-1477,11.55530021,
Kepler-1478 b,Kepler-1478,26.0840594,
Kepler-1479 b,Kepler-1479,14.53261362,
Kepler-148 b,Kepler-148,1.729366,
Kepler-148 c,Kepler-148,4.180043,
Kepler-148 d,Kepler-148,51.84688575,
Kepler-1480 b,Kepler-1480,22.12679948,
Kepler-1481 b,Kepler-1481,5.94220998,
Kepler-1482 b,Kepler-1482,12.25383217,
Kepler-1483 b,Kepler-1483,9.5085156,
Kepler-1484 b,Kepler-1484,30.4549136,
Kepler-1485 b,Kepler-1485,19.9157725,
Kepler-1486 b,Kepler-1486,54.6495759,
Kepler-1487 b,Kepler-1487,7.31946363,
Kepler-1487 c,Kepler-1487,35.8007112,
Kepler-1488 b,Kepler-1488,39.8189932,
Kepler-1488 c,Kepler-1488,6.15826988,
Kepler-1489 b,Kepler-1489,82.294751,
Kepler-1489 c,Kepler-1489,0.680741,
Kepler-149 b,Kepler-149,29.198943,
Kepler-149 c,Kepler-149,55.328328,
Kepler-149 d,Kepler-149,160.018032,
Kepler-1490 b,Kepler-1490,92.4362973,
Kepler-1491 b,Kepler-1491,16.5861762,
Kepler-1491 c,Kepler-1491,61.569765,
Kepler-1492 b,Kepler-1492,16.75255007,
Kepler-1493 b,Kepler-1493,15.0217983,
Kepler-1494 b,Kepler-1494,91.080482,
Kepler-1495 b,Kepler-1495,85.273256,
Kepler-1496 b,Kepler-1496,64.6588017,
Kepler-1497 b,Kepler-1497,8.74199772,
Kepler-1498 b,Kepler-1498,48.051405,
Kepler-1499 b,Kepler-1499,44.2008,
Kepler-15 b,Kepler-15,4.942782,
Kepler-150 b,Kepler-150,3.428054,
Kepler-150 c,Kepler-150,7.381998,
Kepler-150 d,Kepler-150,12.56093,
Kepler-150 e,Kepler-150,30.826557,
Kepler-150 f,Kepler-150,637.2093,
Kepler-1500 b,Kepler-1500,15.0330105,
Kepler-1501 b,Kepler-1501,14.5564533,
Kepler-1502 b,Kepler-1502,41.7083629,
Kepler-1503 b,Kepler-1503,96.16987,
Kepler-1504 b,Kepler-1504,82.304003,
Kepler-1505 b,Kepler-1505,30.8609366,
Kepler-1506 b,Kepler-1506,14.0329154,
Kepler-1507 b,Kepler-1507,16.0506213,
Kepler-1508 b,Kepler-1508,20.7056504,
Kepler-1509 b,Kepler-1509,25.4338197,
Kepler-151 b,Kepler-151,15.228958,
Kepler-151 c,Kepler-151,24.674612,
Kepler-1510 b,Kepler-1510,84.703921,
Kepler-1511 b,Kepler-1511,23.2382792,
Kepler-1512 b,Kepler-1512,20.35972599,
Kepler-1513 b,Kepler-1513,160.8842,
Kepler-1513 c,Kepler-1513,841.4,
Kepler-1514 b,Kepler-1514,217.83184,
Kepler-1514 c,Kepler-1514,10.514181,
Kepler-1515 b,Kepler-1515,214.3114164,
Kepler-1516 b,Kepler-1516,7.25931979,
Kepler-1517 b,Kepler-1517,5.54608367,
Kepler-1518 b,Kepler-1518,5.11177904,
Kepler-1518 c,Kepler-1518,9.6310258,
Kepler-1519 b,Kepler-1519,240.7989397,
Kepler-152 b,Kepler-152,18.207973,
Kepler-152 c,Kepler-152,88.255055,
Kepler-1520 b,Kepler-1520,0.65355357,
Kepler-1521 b,Kepler-1521,47.14840805,
Kepler-1522 b,Kepler-1522,1.84788917,
Kepler-1523 b,Kepler-1523,0.93875077,
Kepler-1524 b,Kepler-1524,70.9674603,
Kepler-1525 b,Kepler-1525,2.41660118,
Kepler-1526 b,Kepler-1526,3.908632,
Kepler-1527 b,Kepler-1527,160.129918,
Kepler-1528 b,Kepler-1528,1.79111021,
Kepler-1529 b,Kepler-1529,5.33905686,
Kepler-153 b,Kepler-153,18.870227,
Kepler-153 c,Kepler-153,46.90232,
Kepler-1530 b,Kepler-1530,2.5904434,
Kepler-1530 c,Kepler-1530,5.3227406,
Kepler-1530 d,Kepler-1530,9.20761013,
Kepler-1531 b,Kepler-1531,1.13854338,
Kepler-1532 b,Kepler-1532,1.09366356,
Kepler-1533 b,Kepler-1533,308.5471,
Kepler-1534 b,Kepler-1534,5.71668872,
Kepler-1535 b,Kepler-1535,138.9442,
Kepler-1536 b,Kepler-1536,364.758031,
Kepler-1537 b,Kepler-1537,1.4444538,
Kepler-1538 b,Kepler-1538,175.138819,
Kepler-1539 b,Kepler-1539,133.3036741,
Kepler-154 b,Kepler-154,33.040532,
Kepler-154 c,Kepler-154,62.303276,
Kepler-154 d,Kepler-154,20.54981883,
Kepler-154 e,Kepler-154,3.93276465,
Kepler-154 f,Kepler-154,9.91935684,
Kepler-1540 b,Kepler-1540,125.4131177,
Kepler-1541 b,Kepler-1541,8.40691199,
Kepler-1542 b,Kepler-1542,3.95116882,
Kepler-1542 c,Kepler-1542,2.89223021,
Kepler-1542 d,Kepler-1542,5.99273738,
Kepler-1542 e,Kepler-1542,5.10115756,
Kepler-1543 b,Kepler-1543,6.96710269,
Kepler-1544 b,Kepler-1544,168.811174,
Kepler-1545 b,Kepler-1545,163.692349,
Kepler-1546 b,Kepler-1546,19.5974971,
Kepler-1547 b,Kepler-1547,0.69297968,
Kepler-1548 b,Kepler-1548,124.828679,
Kepler-1549 b,Kepler-1549,214.886545,
Kepler-155 b,Kepler-155,5.931194,
Kepler-155 c,Kepler-155,52.661793,
Kepler-1550 b,Kepler-1550,225.582809,
Kepler-1551 b,Kepler-1551,24.4973698,
Kepler-1552 b,Kepler-1552,184.771853,
Kepler-1553 b,Kepler-1553,4.24261881,
Kepler-1554 b,Kepler-1554,198.088774,
Kepler-1555 b,Kepler-1555,8.10501635,
Kepler-1556 b,Kepler-1556,8.82713457,
Kepler-1557 b,Kepler-1557,3.74032496,
Kepler-1558 b,Kepler-1558,3.50470358,
Kepler-1559 b,Kepler-1559,0.97191543,
Kepler-156 b,Kepler-156,4.973456,
Kepler-156 c,Kepler-156,15.906801,
Kepler-1560 b,Kepler-1560,3.03195744,
Kepler-1561 b,Kepler-1561,1.00520701,
Kepler-1562 b,Kepler-1562,64.2737752,
Kepler-1563 b,Kepler-1563,3.43276598,
Kepler-1564 b,Kepler-1564,18.0540381,
Kepler-1565 b,Kepler-1565,1.53818844,
Kepler-1566 b,Kepler-1566,0.53991524,
Kepler-1567 b,Kepler-1567,153.979578,
Kepler-1568 b,Kepler-1568,20.925392,
Kepler-1569 b,Kepler-1569,5.79180156,
Kepler-157 b,Kepler-157,1.732342,
Kepler-157 c,Kepler-157,13.5405,
Kepler-157 d,Kepler-157,7.02573474,
