Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Has Biosphere,Discovery Year,Star Name
HAT-P-44 c,13,45.43,Dwarf Planet,1,2014,HAT-P-44
HAT-P-45 b,15.984,78.9,Garden World,1,2014,HAT-P-45
HAT-P-46 b,14.392,5.95,Ice Giant,0,2014,HAT-P-46
HAT-P-49 b,17.822,87.63,Proto Planet,0,2014,HAT-P-49
HAT-P-5 b,13.563,3.33,Proto Planet,1,2007,HAT-P-5
HAT-P-50 b,14.437,93.19,Dwarf Planet,0,2015,HAT-P-50
HAT-P-51 b,13.507,91.25,Proto Planet,1,2015,HAT-P-51
HAT-P-52 b,11.31,72.36,Ice Giant,0,2015,HAT-P-52
HAT-P-53 b,14.773,85.89,Garden World,1,2015,HAT-P-53
HAT-P-54 b,10.581,109.19,Proto Planet,1,2015,HAT-P-54
HAT-P-55 b,14.841,87.34,Gas Giant,1,2015,HAT-P-55
HAT-P-56 b,16.926,58.95,Ice Giant,1,2015,HAT-P-56
HAT-P-57 b,19.504,37.61,Garden World,1,2015,HAT-P-57
HAT-P-58 b,14.93,123.35,Ice Giant,0,2021,HAT-P-58
HAT-P-59 b,12.588,39.22,Ice Giant,0,2021,HAT-P-59
HAT-P-6 b,16.589,118.93,Proto Planet,1,2007,HAT-P-6
HAT-P-60 b,18.282,122.26,Gas Giant,1,2021,HAT-P-60
HAT-P-61 b,10.077,43.21,Chthonian Planet,1,2021,HAT-P-61
HAT-P-62 b,12.027,16.03,Dwarf Planet,1,2021,HAT-P-62
HAT-P-63 b,12.543,65.1,Gas Giant,1,2021,HAT-P-63
HAT-P-64 b,19.089,30.68,Gas Giant,0,2021,HAT-P-64
HAT-P-65 b,18.058,53.01,Proto Planet,0,2016,HAT-P-65
HAT-P-66 b,17.822,13.59,Ice Giant,1,2016,HAT-P-66
HAT-P-67 b,23.371,77.87,Gas Giant,0,2017,HAT-P-67
HAT-P-68 b,12.016,91.94,Dwarf Planet,0,2020,HAT-P-68
HAT-P-69 b,18.786,93.44,Ice Giant,0,2019,HAT-P-69
HAT-P-7 b,16.926,66.04,Gas Giant,1,2008,HAT-P-7
HAT-P-70 b,20.961,23.15,Ice Giant,0,2019,HAT-P-70
HAT-P-8 b,15.693,6.9,Ice Giant,1,2008,HAT-P-8
HAT-P-9 b,15.614,15.02,Gas Giant,1,2008,HAT-P-9
HATS-1 b,14.594,88.44,Proto Planet,0,2012,HATS-1
HATS-10 b,10.862,64.2,Ice Giant,1,2015,HATS-10
HATS-11 b,18.03,33.17,Proto Planet,1,2016,HATS-11
HATS-12 b,7.76,88.75,Dwarf Planet,0,2016,HATS-12
HATS-13 b,13.585,71.19,Ice Giant,1,2015,HATS-13
HATS-14 b,11.646,58.52,Ice Giant,1,2015,HATS-14
HATS-15 b,12.386,34.45,Dwarf Planet,1,2016,HATS-15
HATS-16 b,14.572,22.64,Chthonian Planet,1,2016,HATS-16
HATS-17 b,8.709,24.14,Ice Giant,0,2016,HATS-17
HATS-18 b,14.897,73.12,Ice Giant,1,2016,HATS-18
HATS-2 b,12.576,101.26,Proto Planet,0,2013,HATS-2
HATS-22 b,10.682,106.23,Ice Giant,1,2017,HATS-22
HATS-23 b,20.849,17.57,Dwarf Planet,0,2017,HATS-23
HATS-24 b,15.637,94.2,Chthonian Planet,0,2017,HATS-24
HATS-25 b,14.123,122.24,Dwarf Planet,1,2016,HATS-25
HATS-26 b,19.616,66.19,Chthonian Planet,1,2016,HATS-26
HATS-27 b,16.814,3.23,Gas Giant,1,2016,HATS-27
HATS-28 b,13.384,45.84,Chthonian Planet,0,2016,HATS-28
HATS-29 b,14.022,95.49,Gas Giant,1,2016,HATS-29
HATS-3 b,15.48,112.38,Gas Giant,1,2013,HATS-3
HATS-30 b,13.171,70.66,Ice Giant,1,2016,HATS-30
HATS-31 b,18.383,22.83,Dwarf Planet,1,2016,HATS-31
HATS-32 b,14,43.87,Gas Giant,1,2016,HATS-32
HATS-33 b,13.787,55.93,Proto Planet,1,2016,HATS-33
HATS-34 b,16.029,15.3,Ice Giant,1,2016,HATS-34
HATS-35 b,16.41,21.11,Gas Giant,0,2016,HATS-35
HATS-36 b,12.92,37.16,Gas Giant,1,2018,HATS-36
HATS-37 A b,6.793,40.55,Chthonian Planet,1,2020,HATS-37
HATS-38 b,6.882,17.01,Ice Giant,1,2020,HATS-38
HATS-39 b,17.598,30.3,Ice Giant,0,2018,HATS-39
HATS-4 b,11.433,114.17,Dwarf Planet,0,2014,HATS-4
HATS-40 b,17.71,15.41,Ice Giant,1,2018,HATS-40
HATS-41 b,14.908,52.45,Dwarf Planet,1,2018,HATS-41
HATS-42 b,15.693,119.78,Ice Giant,0,2018,HATS-42
HATS-43 b,13.227,95.87,Gas Giant,1,2018,HATS-43
HATS-44 b,11.96,67.43,Chthonian Planet,0,2018,HATS-44
HATS-45 b,14.415,116.01,Proto Planet,0,2018,HATS-45
HATS-46 b,10.122,115.59,Garden World,1,2018,HATS-46
HATS-47 b,12.52,43.5,Proto Planet,0,2020,HATS-47
HATS-48 A b,8.967,38.23,Gas Giant,1,2020,HATS-48
HATS-49 b,8.575,118.47,Ice Giant,1,2020,HATS-49
HATS-5 b,10.223,67.02,Ice Giant,0,2014,HATS-5
HATS-50 b,12.666,120.98,Ice Giant,0,2017,HATS-50
HATS-51 b,15.805,104.68,Garden World,0,2017,HATS-51
HATS-52 b,15.491,59.2,Proto Planet,1,2017,HATS-52
HATS-53 b,15.02,106.4,Proto Planet,0,2017,HATS-53
HATS-54 b,11.377,117.95,Chthonian Planet,0,2019,HATS-54
HATS-55 b,14.022,92.1,Proto Planet,0,2019,HATS-55
HATS-56 b,18.921,31.69,Gas Giant,0,2019,HATS-56
HATS-57 b,12.767,112.63,Dwarf Planet,0,2019,HATS-57
HATS-58 A b,12.274,83.58,Gas Giant,1,2019,HATS-58
HATS-59 b,12.621,120.43,Proto Planet,0,2018,HATS-59
HATS-59 c,12.3,50.49,Dwarf Planet,0,2018,HATS-59
HATS-6 b,11.187,19.04,Ice Giant,1,2015,HATS-6
HATS-60 b,12.924,10.33,Proto Planet,0,2018,HATS-60
HATS-61 b,13.395,115.43,Dwarf Planet,0,2018,HATS-61
HATS-62 b,11.825,34.8,Proto Planet,0,2018,HATS-62
HATS-63 b,13.529,96.71,Ice Giant,0,2018,HATS-63
HATS-64 b,18.82,103.88,Chthonian Planet,1,2018,HATS-64
HATS-65 b,16.825,33.88,Proto Planet,0,2018,HATS-65
HATS-66 b,15.816,40.1,Gas Giant,1,2018,HATS-66
HATS-67 b,18.887,27.99,Chthonian Planet,0,2018,HATS-67
HATS-68 b,13.809,25.94,Ice Giant,0,2018,HATS-68
HATS-69 b,10.593,99.74,Dwarf Planet,0,2018,HATS-69
HATS-7 b,6.311,58.78,Gas Giant,1,2015,HATS-7
HATS-70 b,15.513,25.77,Dwarf Planet,1,2019,HATS-70
HATS-71 b,11.478,87.32,Ice Giant,1,2020,HATS-71
HATS-72 b,8.097,38.14,Garden World,0,2020,HATS-72
HATS-74 A b,11.568,118.97,Proto Planet,0,2021,HATS-74
HATS-75 b,9.909,86.68,Ice Giant,1,2021,HATS-75
HATS-76 b,12.094,55.76,Dwarf Planet,1,2021,HATS-76
HATS-77 b,13.058,2.91,Garden World,0,2021,HATS-77
HATS-8 b,9.785,92.16,Chthonian Planet,0,2015,HATS-8
HATS-9 b,13.85,18.34,Garden World,0,2015,HATS-9
HD 100546 b,77.342,116.59,Chthonian Planet,1,2014,HD 100546
HD 100655 b,13.5,86.11,Gas Giant,1,2011,HD 100655
HD 100777 b,13.7,38.33,Proto Planet,0,2007,HD 100777
HD 101581 b,0.956,113.92,Proto Planet,0,2025,HIP 56998
HD 101581 c,0.99,104.36,Dwarf Planet,0,2025,HIP 56998
HD 10180 c,3.68,31.29,Proto Planet,1,2010,HD 10180
HD 10180 d,3.45,122.87,Dwarf Planet,0,2010,HD 10180
HD 10180 e,5.39,29.84,Ice Giant,1,2010,HD 10180
HD 10180 f,5.24,3.82,Dwarf Planet,0,2010,HD 10180
HD 10180 g,4.91,108.1,Garden World,1,2010,HD 10180
HD 10180 h,9.4,46.01,Proto Planet,1,2010,HD 10180
HD 101930 b,10.6,92.21,Gas Giant,1,2005,HD 101930
HD 102117 b,8.47,68.68,Ice Giant,0,2005,HD 102117
HD 102195 b,14.2,44.68,Garden World,1,2006,HD 102195
HD 102272 b,12.9,79.18,Dwarf Planet,1,2008,HD 102272
HD 102329 b,12.6,13.61,Chthonian Planet,0,2011,HD 102329
HD 102329 c,13.5,111.27,Gas Giant,1,2018,HD 102329
HD 102365 b,4.14,92.94,Gas Giant,0,2010,HD 102365
HD 102843 b,13.1,82.5,Proto Planet,1,2019,HD 102843
HD 102956 b,13.8,101.6,Proto Planet,1,2010,HD 102956
HD 103197 b,5.83,31.69,Gas Giant,1,2009,HD 103197
HD 103720 b,14.1,21.92,Ice Giant,0,2014,HD 103720
HD 103774 b,13.3,8.35,Dwarf Planet,0,2013,HD 103774
HD 103891 b,13.2,0.45,Proto Planet,0,2022,HD 103891
HD 103949 b,3.35,72.84,Proto Planet,1,2019,HD 103949
HD 104067 b,9.2,114.42,Gas Giant,1,2009,HD 104067
HD 104067 c,3.69,43.32,Dwarf Planet,0,2024,HD 104067
HD 10442 b,13.6,16.21,Proto Planet,1,2014,HD 10442
HD 104985 b,12.8,84.97,Ice Giant,0,2003,HD 104985
HD 105618 b,5.44,36.44,Gas Giant,1,2022,HD 105618
HD 105618 c,11.9,6.71,Chthonian Planet,1,2022,HD 105618
HD 105779 b,14.1,16.93,Dwarf Planet,0,2022,HD 105779
HD 106252 b,12.5,58.97,Dwarf Planet,0,2002,HD 106252
HD 106270 b,12.4,112.67,Ice Giant,0,2011,HD 106270
HD 106315 b,2.44,13.97,Chthonian Planet,1,2017,HD 106315
HD 106315 c,4.35,50.19,Gas Giant,0,2017,HD 106315
HD 10647 b,13.8,7.65,Chthonian Planet,1,2006,HD 10647
HD 106515 A b,12.5,111.33,Gas Giant,0,2012,HD 106515
HD 106906 b,12.4,10.94,Dwarf Planet,1,2013,HD 106906
HD 10697 b,12.8,114.18,Proto Planet,1,1999,HD 10697
HD 107148 b,9.6,96.2,Dwarf Planet,1,2005,HD 107148
HD 107148 c,4.7,90.53,Dwarf Planet,1,2021,HD 107148
HD 108147 b,10.9,25.36,Dwarf Planet,1,2002,HD 108147
HD 108202 b,13.1,107.51,Gas Giant,0,2023,HD 108202
HD 108236 b,1.615,57.06,Garden World,0,2020,HD 108236
HD 108236 c,2.071,68.65,Dwarf Planet,1,2020,HD 108236
HD 108236 d,2.539,118.89,Garden World,0,2020,HD 108236
HD 108236 e,3.083,115.6,Ice Giant,0,2020,HD 108236
HD 108236 f,2.017,117.41,Ice Giant,0,2021,HD 108236
HD 108341 b,13.3,62.38,Proto Planet,0,2014,HD 108341
HD 108863 b,13.3,98.1,Garden World,0,2011,HD 108863
HD 108874 b,13.6,0.43,Proto Planet,0,2002,HD 108874
HD 108874 c,13.8,98.48,Proto Planet,0,2005,HD 108874
HD 109246 b,13.9,35.66,Ice Giant,1,2010,HD 109246
HD 109271 b,4.31,95.39,Ice Giant,0,2013,HD 109271
HD 109271 c,5.27,122.32,Proto Planet,0,2013,HD 109271
HD 109286 b,13.2,14.92,Gas Giant,1,2021,HD 109286
HD 109749 b,11.1,102.08,Proto Planet,0,2005,HD 109749
HD 10975 b,14.3,110.3,Ice Giant,0,2021,HD 10975
HD 109833 b,2.888,119.06,Proto Planet,1,2022,HD 109833
HD 109833 c,2.59,82.58,Ice Giant,0,2022,HD 109833
HD 109988 b,12.1,21.78,Chthonian Planet,1,2022,HD 109988
HD 110014 b,12.4,44.72,Proto Planet,0,2009,HD 110014
HD 110067 b,2.2,7.1,Dwarf Planet,1,2023,HD 110067
HD 110067 c,2.388,8.14,Dwarf Planet,0,2023,HD 110067
HD 110067 d,2.852,73.92,Ice Giant,1,2023,HD 110067
HD 110067 e,1.94,116.31,Gas Giant,1,2023,HD 110067
HD 110067 f,2.601,89.19,Dwarf Planet,0,2023,HD 110067
HD 110067 g,2.607,17.68,Dwarf Planet,1,2023,HD 110067
HD 110082 b,3.2,44.72,Proto Planet,0,2021,HD 110082
HD 110113 b,2.05,15.78,Gas Giant,0,2021,HD 110113
HD 110113 c,2.114,57.07,Dwarf Planet,1,2021,HD 110113
HD 110537 b,11.9,50.67,Gas Giant,1,2022,HIP 62039
HD 11112 b,12.6,21.36,Ice Giant,1,2022,HD 11112
HD 111232 b,12.6,34.16,Proto Planet,0,2003,HD 111232
HD 111232 c,12.2,111.22,Dwarf Planet,1,2022,HD 111232
HD 111591 b,12.9,20.87,Chthonian Planet,1,2017,HD 111591
HD 111998 b,12.9,46.04,Gas Giant,1,2016,HD 111998
HD 112300 b,12.2,40.78,Proto Planet,0,2023,HD 112300
HD 112570 b,13.1,81.07,Proto Planet,1,2023,HD 112570
HD 112640 b,12.9,114.65,Gas Giant,0,2020,HD 112640
HD 113337 b,13.1,20.09,Proto Planet,1,2013,HD 113337
HD 113337 c,12.1,15.71,Ice Giant,1,2020,HD 113337
HD 11343 c,13.9,32.8,Garden World,1,2022,HIP 8541
HD 113538 b,13.2,12.36,Gas Giant,0,2010,HD 113538
HD 113538 c,13.8,9.75,Proto Planet,0,2010,HD 113538
HD 113996 b,12.7,117.33,Chthonian Planet,1,2017,HD 113996
HD 114082 b,11.209,116.28,Gas Giant,1,2022,HD 114082
HD 114386 b,13.7,77.19,Dwarf Planet,0,2003,HD 114386
HD 114729 b,13.9,84.29,Dwarf Planet,1,2002,HD 114729
HD 114783 b,13.7,63.61,Chthonian Planet,0,2001,HD 114783
HD 114783 c,13.4,18.14,Garden World,0,2018,HD 114783
HD 11505 b,12.6,62.24,Ice Giant,0,2022,HD 11505
HD 11506 b,12.9,111.63,Ice Giant,1,2007,HD 11506
HD 11506 c,14,78.37,Proto Planet,0,2008,HD 11506
HD 11506 d,12.3,9.65,Proto Planet,1,2022,HD 11506
HD 115404 A b,6.09,90.25,Garden World,0,2022,HIP 64797 A
HD 115404 A c,12.5,101.4,Dwarf Planet,0,2022,HIP 64797 A
HD 115954 b,12.6,56.26,Dwarf Planet,0,2021,HD 115954
HD 116029 b,13.6,89.86,Gas Giant,1,2011,HD 116029
HD 116029 c,13.7,118.03,Ice Giant,0,2018,HD 116029
HD 117207 b,13.4,96.75,Proto Planet,0,2004,HD 117207
HD 11755 b,12.8,35.69,Ice Giant,0,2015,HD 11755
HD 117618 b,8.59,105.69,Dwarf Planet,0,2004,HD 117618
HD 118203 b,12.554,13.47,Ice Giant,0,2005,HD 118203
HD 118203 c,12.4,54.94,Dwarf Planet,0,2024,HD 118203
HD 11964 b,14.1,113.45,Garden World,1,2005,HD 11964
HD 11964 c,5.38,114.95,Ice Giant,1,2008,HD 11964
HD 11977 b,12.7,83.5,Ice Giant,1,2005,HD 11977
HD 120084 b,12.7,12.04,Ice Giant,1,2013,HD 120084
HD 121504 b,13.6,93.64,Gas Giant,1,2003,HD 121504
HD 12235 b,3.23,58.28,Ice Giant,1,2022,HD 12235
HD 12235 c,12.5,4.58,Ice Giant,1,2022,HD 12235
HD 122562 c,10.1,110.66,Chthonian Planet,1,2022,HD 122562
HD 124330 b,14,18.65,Garden World,1,2021,HD 124330
HD 12484 b,13.2,19.74,Proto Planet,1,2016,HD 12484
HD 125271 b,12.4,111.47,Proto Planet,0,2022,HD 125271
HD 125390 b,11.9,13.44,Garden World,0,2019,HD 125390
HD 125595 b,2.4,78.61,Gas Giant,1,2009,HD 125595
HD 125612 b,13.2,103.01,Proto Planet,1,2007,HD 125612
HD 125612 c,4.07,34.24,Proto Planet,0,2009,HD 125612
HD 125612 d,12.7,122.35,Proto Planet,1,2009,HD 125612
HD 12648 b,13.4,18.54,Dwarf Planet,1,2015,HD 12648
HD 126525 b,10.3,101.03,Garden World,0,2018,HD 126525
HD 12661 b,13.3,11.71,Chthonian Planet,1,2000,HD 12661
HD 12661 c,13.4,61.14,Ice Giant,1,2002,HD 12661
HD 126614 b,12.7,103.44,Garden World,0,2009,HD 126614
HD 127506 b,5.67,120.6,Proto Planet,0,2022,HIP 70950
HD 128311 b,13.5,48.15,Proto Planet,1,2002,HD 128311
HD 128311 c,13,69.2,Dwarf Planet,1,2005,HD 128311
HD 128356 b,13.9,115.79,Proto Planet,0,2016,HD 128356
HD 129445 b,13.3,45.17,Chthonian Planet,1,2009,HD 129445
HD 130322 b,13.7,36.61,Dwarf Planet,1,1999,HD 130322
HD 131496 b,13.4,101.39,Dwarf Planet,1,2011,HD 131496
HD 13167 b,13.1,63.99,Garden World,0,2018,HD 13167
HD 13189 b,12.4,0.49,Dwarf Planet,1,2005,HD 13189
HD 132406 b,12.8,50.99,Gas Giant,0,2007,HD 132406
HD 132563 b,13.6,89.14,Ice Giant,1,2011,HD 132563
HD 133131 A b,13.6,100.18,Proto Planet,0,2016,HD 133131
HD 133131 A c,14.3,15.16,Dwarf Planet,0,2016,HD 133131
HD 133131 B b,13.3,73.83,Proto Planet,1,2016,HD 133131
HD 134060 b,3.16,18.65,Gas Giant,0,2019,HD 134060
HD 134060 c,5.91,25.24,Proto Planet,0,2019,HD 134060
HD 134606 b,2.97,25.85,Ice Giant,1,2024,HD 134606
HD 134606 c,3.37,116.71,Proto Planet,0,2024,HD 134606
HD 134606 d,7.59,105.69,Ice Giant,0,2024,HD 134606
HD 134606 e,1.33,6.64,Proto Planet,1,2024,HD 134606
HD 134606 f,2.24,103.68,Proto Planet,0,2024,HD 134606
HD 134987 b,13.5,8.48,Garden World,1,1999,HD 134987
HD 134987 c,13.9,47.98,Ice Giant,1,2009,HD 134987
HD 135625 b,13.3,72.79,Dwarf Planet,0,2023,HD 135625
HD 135694 b,2.857,97.37,Ice Giant,0,2023,HD 135694
HD 135872 b,12.8,117.86,Dwarf Planet,0,2022,HD 135872
HD 136118 b,12.3,70.59,Ice Giant,0,2022,HD 136118
HD 136352 b,1.664,111.03,Dwarf Planet,0,2019,HD 136352
HD 136352 c,2.916,85.45,Proto Planet,0,2019,HD 136352
HD 136352 d,2.562,59.89,Dwarf Planet,1,2019,HD 136352
HD 136418 b,13.3,91.12,Chthonian Planet,0,2009,HD 136418
HD 136925 b,13.9,20.33,Ice Giant,1,2021,HD 136925
HD 13724 c,8.18,122.92,Gas Giant,0,2022,HD 13724
HD 137388 b,9.32,3.34,Ice Giant,1,2011,HD 137388
HD 137496 b,1.31,28.39,Ice Giant,0,2021,HD 137496
HD 137496 c,12.6,83.49,Dwarf Planet,1,2021,HD 137496
HD 13808 b,3.35,123.37,Dwarf Planet,1,2021,HD 13808
HD 13808 c,3.13,45.15,Proto Planet,1,2021,HD 13808
HD 13908 b,13.9,22.18,Gas Giant,1,2013,HD 13908
HD 13908 c,12.8,90.19,Proto Planet,1,2013,HD 13908
HD 13931 b,13.2,28.89,Garden World,0,2009,HD 13931
HD 139357 b,12.1,49.94,Chthonian Planet,0,2008,HD 139357
HD 1397 b,11.5,113.49,Garden World,1,2018,HD 1397
HD 14067 b,12.2,35.5,Ice Giant,0,2014,HD 14067
HD 140901 b,4.07,58.6,Proto Planet,1,2022,HIP 77358
HD 140901 c,13.4,66.53,Gas Giant,0,2022,HIP 77358
HD 141004 b,3.77,99.63,Ice Giant,0,2021,HD 141004
HD 141399 b,14.3,110.81,Ice Giant,1,2014,HD 141399
HD 141399 c,13.6,0.38,Ice Giant,1,2014,HD 141399
HD 141399 d,13.7,79.78,Gas Giant,0,2014,HD 141399
HD 141399 e,14.1,115.88,Dwarf Planet,1,2014,HD 141399
HD 141937 b,12.5,38.99,Gas Giant,0,2002,HD 141937
HD 142 A d,10.9,44.28,Ice Giant,1,2022,HD 142
HD 142 b,12.7,91.38,Garden World,0,2001,HD 142
HD 142 c,12.4,56.22,Proto Planet,1,2012,HD 142
HD 142022 A b,12.9,53.53,Proto Planet,0,2005,HD 142022
HD 142245 b,13.1,41.17,Chthonian Planet,0,2011,HD 142245
HD 142415 b,13.5,64.71,Proto Planet,1,2003,HD 142415
HD 143105 b,13.7,23.76,Proto Planet,1,2016,HD 143105
HD 143361 b,12.9,17.06,Dwarf Planet,0,2008,HD 143361
HD 144899 b,4.77,103.33,Dwarf Planet,0,2022,HD 144899
HD 145377 b,12.8,87.77,Proto Planet,0,2008,HD 145377
HD 145457 b,13.2,28.68,Ice Giant,1,2010,HD 145457
HD 145675 c,12.9,6.56,Ice Giant,1,2021,14 Her
HD 145934 b,13.4,58.56,Chthonian Planet,0,2015,HD 145934
HD 1461 b,2.42,17.5,Gas Giant,0,2010,HD 1461
HD 1461 c,2.23,70.21,Gas Giant,1,2015,HD 1461
HD 147018 b,13.4,76.51,Ice Giant,1,2009,HD 147018
HD 147018 c,12.7,87.53,Gas Giant,0,2009,HD 147018
HD 147379 b,4.94,45.18,Gas Giant,0,2017,HD 147379
HD 147513 b,13.7,105.14,Ice Giant,0,2003,HD 147513
HD 14787 b,13.7,24.07,Ice Giant,0,2018,HD 14787
HD 147873 b,12.8,106.51,Proto Planet,0,2016,HD 147873
HD 147873 c,13.3,38.04,Proto Planet,1,2016,HD 147873
HD 148156 b,13.9,103.99,Gas Giant,0,2009,HD 148156
HD 148164 b,13.7,60.58,Proto Planet,0,2018,HD 148164
HD 148164 c,12.8,7.8,Chthonian Planet,1,2018,HD 148164
HD 148427 b,13.6,111.27,Proto Planet,1,2009,HD 148427
HD 149026 b,8.295,65.42,Proto Planet,1,2005,HD 149026
HD 149143 b,13.6,15.21,Proto Planet,0,2005,HD 149143
HD 149806 b,12.3,24,Chthonian Planet,0,2022,HIP 81375
HD 150010 b,13.3,120.42,Proto Planet,1,2022,HD 150010
HD 1502 b,13.2,8.74,Dwarf Planet,0,2011,HD 1502
HD 150706 b,13.3,68.34,Garden World,1,2012,HD 150706
HD 151450 b,6.94,90.27,Dwarf Planet,0,2022,HD 151450
HD 151450 c,12.8,14.67,Ice Giant,1,2022,HD 151450
HD 152079 b,13.2,41.24,Chthonian Planet,0,2009,HD 152079
HD 152581 b,13.4,67.12,Proto Planet,0,2011,HD 152581
HD 152843 b,3.41,44.01,Proto Planet,1,2021,HD 152843
HD 152843 c,5.83,9.41,Dwarf Planet,0,2021,HD 152843
HD 15337 b,1.64,103.17,Ice Giant,1,2019,HD 15337
HD 15337 c,2.39,40.25,Chthonian Planet,1,2019,HD 15337
HD 153557 b,4.77,121.43,Garden World,1,2022,HIP 83020 A
HD 153557 c,4.36,101.26,Gas Giant,0,2022,HIP 83020 A
HD 153557 d,11.9,1.61,Garden World,1,2022,HIP 83020 A
HD 153950 b,13.2,70.94,Proto Planet,1,2008,HD 153950
HD 154088 b,2.46,8.82,Gas Giant,0,2021,HD 154088
HD 154345 b,13.7,39.19,Garden World,1,2006,HD 154345
HD 154391 b,12.5,57.32,Gas Giant,0,2023,HD 154391
HD 154672 b,12.8,119.17,Ice Giant,1,2008,HD 154672
HD 154857 b,13.3,37.78,Dwarf Planet,1,2004,HD 154857
HD 154857 c,13.2,61.87,Proto Planet,1,2014,HD 154857
HD 155193 b,14,36.03,Ice Giant,0,2021,HD 155193
HD 155358 b,13.8,53.43,Garden World,1,2007,HD 155358
HD 155358 c,13.9,28.28,Gas Giant,1,2007,HD 155358
HD 155918 b,2.67,18.67,Gas Giant,0,2022,HIP 84988
HD 155918 c,12.8,121.16,Proto Planet,0,2022,HIP 84988
HD 156098 b,4.12,120.77,Chthonian Planet,0,2022,HD 156098
HD 156098 c,12.8,37.17,Garden World,1,2022,HD 156098
HD 156279 b,12.5,98.06,Ice Giant,1,2011,HD 156279
HD 156279 c,12.5,92.05,Gas Giant,0,2018,HD 156279
HD 156411 b,14,39.19,Proto Planet,0,2009,HD 156411
HD 156668 b,1.87,103.59,Gas Giant,1,2010,HD 156668
HD 156668 c,6.17,68.51,Dwarf Planet,1,2021,HD 156668
HD 156846 b,12.4,61.17,Gas Giant,0,2007,HD 156846
HD 158038 b,13.5,87.5,Ice Giant,1,2011,HD 158038
HD 158259 b,1.282,93.7,Chthonian Planet,1,2020,HD 158259
HD 158259 c,2.23,107.97,Gas Giant,0,2020,HD 158259
HD 158259 d,2.18,90.27,Proto Planet,0,2020,HD 158259
HD 158259 e,2.34,98.6,Ice Giant,1,2020,HD 158259
HD 158259 f,2.35,49.25,Gas Giant,0,2020,HD 158259
HD 158996 b,12.3,33.98,Proto Planet,1,2018,HD 158996
HD 15906 b,2.24,61.2,Dwarf Planet,1,2023,HD 15906
HD 15906 c,2.93,120.64,Proto Planet,0,2023,HD 15906
HD 159243 b,13.7,98.67,Garden World,1,2013,HD 159243
HD 159243 c,13.4,95.24,Proto Planet,1,2013,HD 159243
HD 159868 b,13.3,60.37,Chthonian Planet,0,2006,HD 159868
HD 159868 c,14,98.15,Dwarf Planet,1,2012,HD 159868
HD 1605 b,13.8,7.34,Ice Giant,1,2015,HD 1605
HD 1605 c,13,0.23,Gas Giant,1,2015,HD 1605
HD 160691 b,,65.35,Gas Giant,0,2000,HD 160691
HD 160691 c,,99.14,Ice Giant,0,2004,HD 160691
HD 160691 d,3.17,1.86,Ice Giant,0,2004,HD 160691
HD 160691 e,,106.36,Dwarf Planet,1,2006,HD 160691
HD 161178 b,14.1,7.79,Gas Giant,1,2021,HD 161178
HD 16141 b,10.9,48.23,Ice Giant,0,2000,HD 16141
HD 16175 b,12.8,110.33,Chthonian Planet,1,2009,HD 16175
HD 162020 b,12.5,37.36,Gas Giant,1,2002,HD 162020
HD 163607 b,13.9,35.7,Proto Planet,0,2010,HD 163607
HD 163607 c,13.3,77.15,Gas Giant,0,2010,HD 163607
HD 16417 b,5,34.7,Proto Planet,1,2008,HD 16417
HD 164509 b,14.3,75.85,Garden World,1,2010,HD 164509
HD 164595 b,4.16,52.17,Dwarf Planet,0,2015,HD 164595
HD 164604 b,12.3,2.47,Proto Planet,1,2009,HD 164604
HD 164922 b,13.3,22.42,Proto Planet,0,2005,HD 164922
HD 164922 c,3.66,23.78,Proto Planet,1,2016,HD 164922
HD 164922 d,1.83,83.71,Ice Giant,0,2020,HD 164922
HD 164922 e,3.23,115.32,Ice Giant,0,2021,HD 164922
HD 165131 b,12.1,123.2,Ice Giant,1,2023,HD 165131
HD 165155 b,13.2,5.5,Garden World,1,2016,HD 165155
HD 1666 b,12.7,69.46,Dwarf Planet,0,2015,HD 1666
HD 166724 b,13,90.98,Gas Giant,0,2012,HD 166724
HD 167042 b,13.6,6.98,Ice Giant,0,2007,HD 167042
HD 167677 b,13.2,3.61,Ice Giant,0,2023,HD 167677
HD 167768 b,13.9,114.55,Gas Giant,0,2022,HD 167768
HD 168009 b,3.05,111.13,Gas Giant,0,2021,HD 168009
HD 168443 b,12.6,85.41,Garden World,0,1998,HD 168443
HD 168443 c,12.2,3.95,Garden World,1,2000,HD 168443
HD 168746 b,11.1,23.34,Ice Giant,1,2002,HD 168746
HD 168863 b,12.7,28.84,Dwarf Planet,1,2022,HD 168863
HD 1690 b,12.5,63.81,Gas Giant,1,2010,HD 1690
HD 16905 b,12.4,95.9,Gas Giant,1,2022,HD 16905
HD 169142 b,13.1,92.83,Dwarf Planet,1,2023,HD 169142
HD 169830 b,13.2,86.68,Dwarf Planet,0,2000,HD 169830
HD 169830 c,12.6,88.21,Proto Planet,1,2003,HD 169830
HD 170469 b,14.1,86.51,Gas Giant,1,2007,HD 170469
HD 17092 b,12.5,32.24,Dwarf Planet,1,2007,HD 17092
HD 171028 b,13.2,87.21,Dwarf Planet,0,2007,HD 171028
HD 171238 b,12.5,78.78,Gas Giant,1,2009,HD 171238
HD 17156 b,12.33,3.68,Garden World,0,2007,HD 17156
HD 173416 b,13.4,34.81,Dwarf Planet,1,2008,HD 173416
