Planet Name,Biome,Phylum
HD 148164 c,Temperate,Nematoda
HD 148427 b,Temperate,Chordata
HD 149026 b,Swamp,Mollusca
HD 149143 b,Nemoral,Annelida
HD 149806 b,Tundra,Annelida
HD 150010 b,Scarlet,Pteridophyta
HD 1502 b,Alpine,Pteridophyta
HD 150706 b,Swamp,Platyhelminthes
HD 151450 b,Boreal,Angiospermae
HD 151450 c,Tropical,Nematoda
HD 152079 b,Alpine,Arthropoda
HD 152581 b,Tropical,Cnidaria
HD 152843 b,Boreal,Bryophyta
HD 152843 c,Swamp,Platyhelminthes
HD 15337 b,Tundra,Nematoda
HD 15337 c,Desert,Pteridophyta
HD 153557 b,Swamp,Angiospermae
HD 153557 c,Tundra,Cnidaria
HD 153557 d,Temperate,Echinodermata
HD 153950 b,Alpine,Platyhelminthes
HD 154088 b,Scarlet,Pteridophyta
HD 154345 b,Alpine,Annelida
HD 154391 b,Scarlet,Echinodermata
HD 154672 b,Swamp,Chordata
HD 154857 b,Alpine,Mollusca
HD 154857 c,Nemoral,Arthropoda
HD 155193 b,Swamp,Chordata
HD 155358 b,Scarlet,Nematoda
HD 155358 c,Scarlet,Chordata
HD 155918 b,Swamp,Cnidaria
HD 155918 c,Alpine,Cnidaria
HD 156098 b,Scarlet,Mollusca
HD 156098 c,Boreal,Angiospermae
HD 156279 b,Swamp,Platyhelminthes
HD 156279 c,Tropical,Echinodermata
HD 156411 b,Tundra,Annelida
HD 156668 b,Scarlet,Annelida
HD 156668 c,Tundra,Mollusca
HD 156846 b,Tundra,Echinodermata
HD 158038 b,Boreal,Chordata
HD 158259 b,Marshland,Nematoda
HD 158259 c,Boreal,Chordata
HD 158259 d,Marshland,Mollusca
HD 158259 e,Tundra,Arthropoda
HD 158259 f,Marshland,Pteridophyta
HD 158996 b,Tropical,Chordata
HD 15906 b,Tundra,Pteridophyta
HD 15906 c,Marshland,Annelida
HD 159243 b,Tropical,Cnidaria
HD 159243 c,Marshland,Annelida
HD 159868 b,Marshland,Chordata
HD 159868 c,Tropical,Cnidaria
HD 1605 b,Tundra,Bryophyta
HD 1605 c,Swamp,Bryophyta
HD 160691 b,Tundra,Platyhelminthes
HD 160691 c,Desert,Annelida
HD 160691 d,Boreal,Arthropoda
HD 160691 e,Nemoral,Nematoda
HD 161178 b,Marshland,Angiospermae
HD 16141 b,Swamp,Bryophyta
HD 16175 b,Tropical,Pteridophyta
HD 162020 b,Scarlet,Nematoda
HD 163607 b,Tundra,Cnidaria
HD 163607 c,Desert,Bryophyta
HD 16417 b,Tropical,Platyhelminthes
HD 164509 b,Tundra,Chordata
HD 164595 b,Desert,Pteridophyta
HD 164604 b,Swamp,Platyhelminthes
HD 164922 b,Tropical,Bryophyta
HD 164922 c,Marshland,Cnidaria
HD 164922 d,Marshland,Angiospermae
HD 164922 e,Tropical,Platyhelminthes
HD 165131 b,Swamp,Bryophyta
HD 165155 b,Marshland,Pteridophyta
HD 1666 b,Temperate,Mollusca
HD 166724 b,Alpine,Angiospermae
HD 167042 b,Desert,Annelida
HD 167677 b,Desert,Mollusca
HD 167768 b,Desert,Cnidaria
HD 168009 b,Tropical,Nematoda
HD 168443 b,Marshland,Mollusca
HD 168443 c,Marshland,Chordata
HD 168746 b,Boreal,Arthropoda
HD 168863 b,Scarlet,Angiospermae
HD 1690 b,Desert,Angiospermae
HD 16905 b,Desert,Annelida
HD 169142 b,Scarlet,Mollusca
HD 169830 b,Marshland,Chordata
HD 169830 c,Desert,Cnidaria
HD 170469 b,Tundra,Arthropoda
HD 17092 b,Tundra,Bryophyta
HD 171028 b,Swamp,Echinodermata
HD 171238 b,Desert,Echinodermata
HD 17156 b,Desert,Porifera
HD 173416 b,Marshland,Mollusca
HD 174205 b,Tropical,Arthropoda
HD 175167 b,Tropical,Annelida
HD 175541 b,Swamp,Porifera
HD 175607 b,Marshland,Nematoda
HD 17674 b,Alpine,Pteridophyta
HD 176986 b,Alpine,Echinodermata
HD 176986 c,Boreal,Bryophyta
HD 177565 b,Desert,Chordata
HD 177830 b,Scarlet,Echinodermata
HD 177830 c,Tundra,Chordata
HD 178911 B b,Alpine,Annelida
HD 179079 b,Temperate,Mollusca
HD 179949 b,Nemoral,Echinodermata
HD 180053 b,Tundra,Pteridophyta
HD 18015 b,Scarlet,Annelida
HD 180314 b,Temperate,Platyhelminthes
HD 180617 b,Alpine,Mollusca
HD 180902 b,Marshland,Nematoda
HD 181234 b,Tundra,Pteridophyta
HD 181342 b,Marshland,Echinodermata
HD 18143 b,Scarlet,Arthropoda
HD 18143 c,Swamp,Bryophyta
HD 181433 b,Swamp,Bryophyta
HD 181433 c,Scarlet,Cnidaria
HD 181433 d,Tropical,Porifera
HD 181720 b,Boreal,Echinodermata
HD 183263 b,Boreal,Chordata
HD 183263 c,Marshland,Nematoda
HD 183579 b,Boreal,Bryophyta
HD 184010 b,Swamp,Arthropoda
HD 184010 c,Tundra,Porifera
HD 184010 d,Desert,Nematoda
HD 18438 b,Marshland,Angiospermae
HD 185269 b,Desert,Arthropoda
HD 185283 b,Boreal,Chordata
HD 18599 b,Swamp,Cnidaria
HD 187085 b,Alpine,Arthropoda
HD 187123 b,Boreal,Annelida
HD 187123 c,Marshland,Porifera
HD 18742 b,Marshland,Echinodermata
HD 188015 b,Alpine,Cnidaria
HD 188641 b,Desert,Echinodermata
HD 189567 b,Boreal,Nematoda
HD 189567 c,Swamp,Nematoda
HD 189733 b,Boreal,Pteridophyta
HD 190007 b,Tropical,Mollusca
HD 190228 b,Tropical,Chordata
HD 190360 b,Alpine,Arthropoda
HD 190360 c,Marshland,Arthropoda
HD 190647 b,Scarlet,Annelida
HD 190984 b,Tundra,Platyhelminthes
HD 191806 b,Scarlet,Echinodermata
HD 191939 b,Scarlet,Pteridophyta
HD 191939 c,Alpine,Pteridophyta
HD 191939 d,Nemoral,Porifera
HD 191939 e,Swamp,Platyhelminthes
HD 191939 f,Alpine,Bryophyta
HD 191939 g,Alpine,Nematoda
HD 192263 b,Swamp,Annelida
HD 192310 b,Tropical,Echinodermata
HD 192310 c,Alpine,Bryophyta
HD 192699 b,Alpine,Annelida
HD 194490 b,Tundra,Echinodermata
HD 195019 b,Boreal,Platyhelminthes
HD 196050 b,Nemoral,Bryophyta
HD 196067 b,Tropical,Pteridophyta
HD 19615 b,Swamp,Cnidaria
HD 196885 A b,Desert,Pteridophyta
HD 197037 b,Temperate,Platyhelminthes
HD 199509 b,Tropical,Chordata
HD 19994 b,Tropical,Platyhelminthes
HD 20003 b,Desert,Mollusca
HD 20003 c,Tropical,Cnidaria
HD 200964 b,Alpine,Cnidaria
HD 200964 c,Temperate,Annelida
HD 202206 c,Scarlet,Annelida
HD 202696 b,Scarlet,Chordata
HD 202696 c,Scarlet,Cnidaria
HD 202772 A b,Nemoral,Arthropoda
HD 203030 b,Alpine,Platyhelminthes
HD 20329 b,Tundra,Bryophyta
HD 203387 b,Desert,Angiospermae
HD 203387 c,Swamp,Annelida
HD 2039 b,Desert,Cnidaria
HD 204313 b,Tropical,Pteridophyta
HD 204313 c,Marshland,Porifera
HD 204313 e,Swamp,Chordata
HD 204941 b,Boreal,Annelida
HD 205158 b,Boreal,Cnidaria
HD 205739 b,Swamp,Chordata
HD 206255 b,Tundra,Pteridophyta
HD 206610 b,Scarlet,Bryophyta
HD 206893 b,Swamp,Bryophyta
HD 206893 c,Alpine,Bryophyta
HD 207496 b,Alpine,Platyhelminthes
HD 20781 b,Marshland,Cnidaria
HD 20781 c,Desert,Nematoda
HD 20781 d,Tundra,Chordata
HD 20781 e,Nemoral,Angiospermae
HD 20782 b,Alpine,Angiospermae
HD 207832 b,Marshland,Mollusca
HD 207832 c,Tropical,Arthropoda
HD 207897 b,Desert,Pteridophyta
HD 20794 b,Tropical,Chordata
HD 20794 d,Nemoral,Mollusca
HD 20794 e,Swamp,Bryophyta
HD 20794 f,Tropical,Bryophyta
HD 208487 b,Tundra,Chordata
HD 208527 b,Tropical,Cnidaria
HD 20868 b,Swamp,Arthropoda
HD 208897 b,Swamp,Pteridophyta
HD 209458 b,Desert,Cnidaria
HD 210193 b,Temperate,Cnidaria
HD 210277 b,Boreal,Pteridophyta
HD 210702 b,Swamp,Echinodermata
HD 211403 b,Tropical,Pteridophyta
HD 211810 b,Tropical,Nematoda
HD 211970 b,Boreal,Echinodermata
HD 212301 b,Alpine,Nematoda
HD 212771 b,Temperate,Platyhelminthes
HD 213240 b,Desert,Pteridophyta
HD 213472 b,Tundra,Chordata
HD 213519 b,Scarlet,Platyhelminthes
HD 213885 b,Alpine,Arthropoda
HD 213885 c,Nemoral,Arthropoda
HD 21411 b,Alpine,Cnidaria
HD 214823 b,Scarlet,Annelida
HD 215152 b,Tundra,Bryophyta
HD 215152 c,Desert,Arthropoda
HD 215152 d,Desert,Nematoda
HD 215152 e,Swamp,Annelida
HD 21520 b,Temperate,Bryophyta
HD 215497 b,Nemoral,Bryophyta
HD 215497 c,Swamp,Porifera
HD 216435 b,Marshland,Chordata
HD 216437 b,Desert,Platyhelminthes
HD 216520 b,Scarlet,Cnidaria
HD 216520 c,Swamp,Arthropoda
HD 216536 b,Boreal,Angiospermae
HD 216770 b,Desert,Pteridophyta
HD 21693 b,Alpine,Pteridophyta
HD 21693 c,Scarlet,Chordata
HD 217107 b,Alpine,Cnidaria
HD 217107 c,Boreal,Bryophyta
HD 21749 c,Tropical,Angiospermae
HD 217786 b,Temperate,Chordata
HD 217786 c,Scarlet,Mollusca
HD 217958 b,Nemoral,Echinodermata
HD 218566 b,Marshland,Bryophyta
HD 219077 b,Nemoral,Annelida
HD 219134 b,Temperate,Porifera
HD 219134 c,Temperate,Mollusca
HD 219134 d,Tundra,Pteridophyta
HD 219134 f,Alpine,Echinodermata
HD 219134 g,Swamp,Cnidaria
HD 219134 h,Nemoral,Annelida
HD 219139 b,Tundra,Annelida
HD 219415 b,Nemoral,Arthropoda
HD 219666 b,Marshland,Pteridophyta
HD 219828 b,Nemoral,Annelida
HD 219828 c,Tundra,Platyhelminthes
HD 220074 b,Tundra,Bryophyta
HD 220197 b,Swamp,Platyhelminthes
HD 220689 b,Nemoral,Pteridophyta
HD 220773 b,Swamp,Cnidaria
HD 220842 b,Tropical,Pteridophyta
HD 221287 b,Temperate,Chordata
HD 221416 b,Alpine,Nematoda
HD 221420 b,Scarlet,Platyhelminthes
HD 221585 b,Swamp,Platyhelminthes
HD 222076 b,Scarlet,Chordata
HD 222155 b,Tundra,Pteridophyta
HD 222237 b,Scarlet,Echinodermata
HD 222582 b,Swamp,Cnidaria
HD 224538 b,Scarlet,Bryophyta
HD 224693 b,Scarlet,Annelida
HD 22496 b,Nemoral,Pteridophyta
HD 22532 b,Alpine,Annelida
HD 22781 b,Scarlet,Porifera
HD 22946 d,Swamp,Bryophyta
HD 23079 b,Desert,Pteridophyta
HD 23127 b,Marshland,Echinodermata
HD 231701 b,Alpine,Echinodermata
HD 233604 b,Desert,Nematoda
HD 233832 b,Temperate,Chordata
HD 23472 b,Tundra,Platyhelminthes
HD 23472 c,Alpine,Pteridophyta
HD 23472 d,Temperate,Annelida
HD 23472 e,Marshland,Annelida
HD 23472 f,Marshland,Pteridophyta
HD 235088 b,Marshland,Cnidaria
HD 23596 b,Tropical,Cnidaria
HD 238090 b,Boreal,Nematoda
HD 238914 b,Scarlet,Pteridophyta
HD 240210 b,Swamp,Porifera
HD 240237 b,Swamp,Chordata
HD 24040 b,Nemoral,Porifera
HD 24040 c,Scarlet,Annelida
HD 24064 b,Desert,Arthropoda
HD 24085 b,Alpine,Pteridophyta
HD 25015 b,Nemoral,Echinodermata
HD 25171 b,Tropical,Annelida
HD 25463 b,Tundra,Chordata
HD 25463 c,Nemoral,Bryophyta
HD 25723 b,Swamp,Platyhelminthes
HD 25912 b,Boreal,Bryophyta
HD 25912 c,Boreal,Porifera
HD 260655 b,Swamp,Cnidaria
HD 260655 c,Swamp,Pteridophyta
HD 26161 b,Marshland,Cnidaria
HD 2638 b,Temperate,Nematoda
HD 2685 b,Swamp,Cnidaria
HD 27442 b,Alpine,Echinodermata
HD 27631 b,Scarlet,Arthropoda
HD 27894 b,Tropical,Platyhelminthes
HD 27894 c,Tundra,Platyhelminthes
HD 27894 d,Boreal,Annelida
HD 27969 b,Tundra,Nematoda
HD 28109 b,Alpine,Cnidaria
HD 28109 c,Tundra,Bryophyta
HD 28109 d,Scarlet,Nematoda
HD 28185 b,Tundra,Bryophyta
HD 28185 c,Swamp,Nematoda
HD 28192 b,Temperate,Chordata
HD 28254 b,Marshland,Platyhelminthes
HD 284149 AB b,Swamp,Platyhelminthes
HD 285507 b,Tundra,Platyhelminthes
HD 285968 b,Boreal,Platyhelminthes
HD 28678 b,Alpine,Chordata
HD 29021 b,Boreal,Angiospermae
HD 290327 b,Swamp,Cnidaria
HD 29399 b,Tropical,Cnidaria
HD 2952 b,Swamp,Echinodermata
HD 29985 b,Desert,Annelida
HD 30177 b,Boreal,Arthropoda
HD 30177 c,Tundra,Arthropoda
HD 30562 b,Tropical,Nematoda
HD 30669 b,Boreal,Echinodermata
HD 30856 b,Marshland,Chordata
HD 31253 b,Temperate,Mollusca
HD 31527 b,Swamp,Annelida
HD 31527 c,Boreal,Bryophyta
HD 31527 d,Boreal,Arthropoda
HD 3167 b,Alpine,Cnidaria
HD 3167 c,Temperate,Pteridophyta
HD 3167 d,Temperate,Chordata
HD 3167 e,Desert,Bryophyta
HD 32518 b,Scarlet,Chordata
HD 32963 b,Swamp,Platyhelminthes
HD 330075 b,Temperate,Angiospermae
HD 331093 b,Scarlet,Pteridophyta
HD 33142 b,Tundra,Cnidaria
HD 33142 c,Nemoral,Nematoda
HD 33142 d,Tropical,Platyhelminthes
HD 332231 b,Marshland,Chordata
HD 33283 b,Desert,Cnidaria
HD 33564 b,Marshland,Annelida
HD 33844 b,Tropical,Bryophyta
HD 33844 c,Swamp,Annelida
HD 34445 b,Boreal,Arthropoda
HD 34445 c,Tropical,Cnidaria
HD 34445 d,Desert,Bryophyta
HD 34445 e,Tundra,Arthropoda
HD 34445 f,Desert,Cnidaria
HD 34445 g,Nemoral,Mollusca
HD 35759 b,Marshland,Cnidaria
HD 360 b,Scarlet,Cnidaria
HD 36384 b,Desert,Porifera
HD 3651 b,Temperate,Bryophyta
HD 37124 b,Scarlet,Mollusca
HD 37124 c,Marshland,Arthropoda
HD 37124 d,Alpine,Cnidaria
HD 37605 b,Marshland,Mollusca
HD 37605 c,Tropical,Angiospermae
HD 3765 b,Scarlet,Annelida
HD 38283 b,Desert,Pteridophyta
HD 38529 b,Marshland,Nematoda
HD 38529 c,Marshland,Nematoda
HD 38801 b,Temperate,Nematoda
HD 39091 b,Tropical,Bryophyta
HD 39194 b,Swamp,Annelida
HD 39194 c,Scarlet,Chordata
HD 39194 d,Tundra,Platyhelminthes
HD 39855 b,Marshland,Platyhelminthes
HD 40307 b,Tundra,Nematoda
HD 40307 c,Scarlet,Mollusca
HD 40307 d,Scarlet,Mollusca
HD 40307 f,Desert,Platyhelminthes
HD 40307 g,Scarlet,Bryophyta
HD 40956 b,Scarlet,Echinodermata
HD 40979 b,Desert,Nematoda
HD 41004 A b,Boreal,Annelida
HD 41004 B b,Desert,Cnidaria
HD 4113 b,Desert,Platyhelminthes
HD 42012 b,Boreal,Echinodermata
HD 4203 b,Tropical,Pteridophyta
HD 4203 c,Swamp,Porifera
HD 4208 b,Swamp,Annelida
HD 42618 b,Alpine,Mollusca
HD 42813 b,Temperate,Mollusca
HD 4308 b,Alpine,Pteridophyta
HD 4313 b,Boreal,Annelida
HD 43197 b,Tropical,Echinodermata
HD 43197 c,Scarlet,Echinodermata
HD 43691 b,Marshland,Pteridophyta
HD 44219 b,Alpine,Echinodermata
HD 45184 b,Alpine,Nematoda
HD 45184 c,Tundra,Cnidaria
HD 45350 b,Scarlet,Cnidaria
HD 45364 b,Nemoral,Platyhelminthes
HD 45364 c,Scarlet,Platyhelminthes
HD 45652 b,Tropical,Nematoda
HD 457 b,Swamp,Platyhelminthes
HD 46375 b,Alpine,Porifera
HD 47186 b,Swamp,Platyhelminthes
HD 47186 c,Tropical,Echinodermata
HD 4732 b,Tropical,Annelida
HD 4732 c,Swamp,Porifera
HD 47366 b,Tropical,Nematoda
HD 47366 c,Swamp,Annelida
HD 47536 b,Desert,Platyhelminthes
HD 4760 b,Scarlet,Mollusca
HD 48265 b,Marshland,Annelida
HD 48948 b,Tropical,Cnidaria
HD 48948 c,Desert,Echinodermata
HD 48948 d,Swamp,Mollusca
HD 4917 b,Boreal,Mollusca
HD 49674 b,Desert,Nematoda
HD 50499 b,Swamp,Pteridophyta
HD 50499 c,Swamp,Cnidaria
HD 50554 b,Tundra,Pteridophyta
HD 51608 b,Scarlet,Arthropoda
HD 51608 c,Nemoral,Bryophyta
HD 52265 b,Marshland,Mollusca
HD 5278 b,Scarlet,Mollusca
HD 5278 c,Tropical,Echinodermata
HD 5319 b,Tundra,Pteridophyta
HD 5319 c,Desert,Arthropoda
HD 55696 b,Tundra,Porifera
HD 5583 b,Marshland,Bryophyta
HD 5608 b,Tropical,Arthropoda
HD 564 b,Tropical,Annelida
HD 56414 b,Scarlet,Arthropoda
HD 56957 b,Scarlet,Arthropoda
HD 5891 b,Marshland,Arthropoda
HD 59686 A b,Scarlet,Chordata
HD 60292 b,Desert,Pteridophyta
HD 60532 b,Alpine,Chordata
HD 60532 c,Swamp,Mollusca
HD 6061 b,Marshland,Annelida
HD 62364 b,Tundra,Mollusca
HD 62364 c,Scarlet,Mollusca
HD 62509 b,Boreal,Bryophyta
HD 62549 b,Swamp,Arthropoda
HD 63433 b,Swamp,Annelida
HD 63433 c,Nemoral,Pteridophyta
HD 63433 d,Alpine,Pteridophyta
HD 63454 b,Tundra,Porifera
HD 63765 b,Swamp,Chordata
HD 63935 b,Tropical,Porifera
HD 63935 c,Boreal,Chordata
HD 64114 b,Desert,Mollusca
HD 64121 b,Scarlet,Cnidaria
HD 6434 b,Marshland,Chordata
HD 65216 b,Desert,Annelida
HD 65216 c,Tropical,Mollusca
HD 66141 b,Alpine,Arthropoda
HD 66428 b,Nemoral,Arthropoda
HD 66428 c,Swamp,Mollusca
HD 67087 b,Tundra,Porifera
HD 67087 c,Tropical,Chordata
HD 6718 b,Nemoral,Platyhelminthes
HD 68402 b,Desert,Nematoda
HD 6860 b,Boreal,Nematoda
HD 68988 b,Tropical,Platyhelminthes
HD 68988 c,Tundra,Pteridophyta
HD 69123 b,Scarlet,Platyhelminthes
HD 69830 b,Tundra,Annelida
HD 69830 c,Scarlet,Annelida
HD 69830 d,Marshland,Cnidaria
HD 70573 b,Desert,Platyhelminthes
HD 70642 b,Marshland,Platyhelminthes
HD 7199 b,Boreal,Angiospermae
HD 72490 b,Alpine,Nematoda
HD 72659 b,Scarlet,Echinodermata
HD 72659 c,Boreal,Platyhelminthes
HD 72892 b,Marshland,Mollusca
HD 73256 c,Marshland,Pteridophyta
HD 73267 b,Swamp,Mollusca
HD 73267 c,Nemoral,Bryophyta
HD 73344 b,Swamp,Arthropoda
HD 73344 c,Nemoral,Bryophyta
HD 73344 d,Alpine,Pteridophyta
HD 73526 b,Alpine,Mollusca
HD 73526 c,Desert,Arthropoda
HD 73534 b,Scarlet,Pteridophyta
HD 73583 b,Boreal,Bryophyta
HD 73583 c,Tropical,Angiospermae
HD 74156 b,Scarlet,Bryophyta
HD 74156 c,Scarlet,Echinodermata
HD 7449 b,Marshland,Pteridophyta
HD 74698 b,Swamp,Cnidaria
HD 74698 c,Boreal,Echinodermata
HD 75289 b,Scarlet,Angiospermae
HD 75302 b,Nemoral,Nematoda
HD 75784 b,Desert,Nematoda
HD 75784 c,Scarlet,Platyhelminthes
HD 75898 b,Boreal,Arthropoda
HD 75898 c,Nemoral,Pteridophyta
HD 76700 b,Tropical,Chordata
HD 76920 b,Marshland,Echinodermata
HD 77338 b,Tundra,Mollusca
HD 77946 b,Swamp,Porifera
HD 79181 b,Tundra,Nematoda
HD 7924 b,Boreal,Platyhelminthes
HD 7924 c,Swamp,Pteridophyta
HD 7924 d,Alpine,Mollusca
HD 79498 b,Nemoral,Annelida
HD 80606 b,Tropical,Chordata
HD 80653 b,Tropical,Bryophyta
HD 80869 b,Boreal,Annelida
HD 80883 b,Temperate,Cnidaria
HD 80913 b,Tundra,Platyhelminthes
HD 81040 b,Tropical,Pteridophyta
HD 81688 b,Tropical,Echinodermata
HD 81817 b,Marshland,Arthropoda
HD 81817 c,Tropical,Chordata
HD 82886 b,Alpine,Platyhelminthes
HD 82943 b,Marshland,Cnidaria
HD 82943 c,Tundra,Pteridophyta
HD 8326 b,Marshland,Echinodermata
HD 83443 b,Scarlet,Nematoda
HD 83443 c,Tropical,Bryophyta
HD 8535 b,Boreal,Pteridophyta
HD 85390 b,Desert,Mollusca
HD 8574 b,Swamp,Arthropoda
HD 86065 b,Scarlet,Cnidaria
HD 86081 b,Desert,Angiospermae
HD 86226 b,Temperate,Pteridophyta
HD 86226 c,Swamp,Arthropoda
HD 86264 b,Marshland,Arthropoda
HD 86728 b,Scarlet,Annelida
HD 8673 b,Tropical,Cnidaria
HD 86950 b,Tropical,Bryophyta
HD 87646 b,Desert,Echinodermata
HD 87883 b,Marshland,Cnidaria
HD 88072 b,Swamp,Annelida
HD 88133 b,Nemoral,Angiospermae
HD 88986 b,Marshland,Nematoda
HD 89307 b,Nemoral,Annelida
HD 89345 b,Boreal,Angiospermae
HD 89744 b,Scarlet,Echinodermata
HD 89839 b,Marshland,Arthropoda
HD 90156 b,Tundra,Annelida
HD 9174 b,Tundra,Platyhelminthes
HD 92788 b,Alpine,Annelida
HD 92788 c,Swamp,Echinodermata
HD 93083 b,Desert,Annelida
HD 93351 b,Boreal,Chordata
HD 93351 c,Temperate,Echinodermata
HD 93385 b,Desert,Platyhelminthes
HD 93385 c,Boreal,Mollusca
HD 93385 d,Marshland,Porifera
HD 93963 A b,Desert,Bryophyta
HD 93963 A c,Temperate,Angiospermae
HD 9446 b,Temperate,Arthropoda
HD 9446 c,Temperate,Arthropoda
HD 94771 b,Boreal,Bryophyta
HD 94834 b,Swamp,Echinodermata
HD 95086 b,Alpine,Angiospermae
HD 95089 b,Swamp,Cnidaria
HD 95089 c,Desert,Annelida
HD 95127 b,Nemoral,Platyhelminthes
HD 95338 b,Tropical,Pteridophyta
HD 95544 b,Temperate,Cnidaria
HD 95735 c,Swamp,Mollusca
HD 95872 b,Marshland,Arthropoda
HD 96063 b,Desert,Echinodermata
HD 96127 b,Desert,Cnidaria
HD 96167 b,Swamp,Platyhelminthes
HD 96700 b,Tropical,Nematoda
HD 96700 c,Marshland,Nematoda
HD 96700 d,Alpine,Bryophyta
HD 96992 b,Boreal,Chordata
HD 97037 b,Desert,Bryophyta
HD 97048 b,Nemoral,Nematoda
HD 97658 b,Boreal,Platyhelminthes
HD 98219 b,Temperate,Chordata
HD 98649 b,Tropical,Cnidaria
HD 98736 b,Desert,Echinodermata
HD 99109 b,Swamp,Pteridophyta
HD 99283 b,Marshland,Pteridophyta
HD 99492 b,Alpine,Platyhelminthes
HD 99492 c,Marshland,Platyhelminthes
HD 99706 b,Tundra,Nematoda
HD 99706 c,Scarlet,Platyhelminthes
HIP 105854 b,Scarlet,Pteridophyta
HIP 107772 b,Temperate,Nematoda
HIP 107773 b,Scarlet,Chordata
HIP 109384 b,Tundra,Annelida
HIP 109600 b,Alpine,Cnidaria
HIP 113103 b,Tropical,Angiospermae
HIP 113103 c,Tundra,Bryophyta
HIP 114933 b,Scarlet,Annelida
HIP 116454 b,Alpine,Pteridophyta
HIP 12961 b,Swamp,Bryophyta
HIP 14810 b,Marshland,Chordata
HIP 14810 c,Boreal,Chordata
HIP 14810 d,Scarlet,Porifera
HIP 19976 b,Desert,Echinodermata
HIP 21152 b,Tundra,Porifera
HIP 29442 c,Marshland,Arthropoda
HIP 29442 d,Tropical,Porifera
HIP 34222 b,Tundra,Platyhelminthes
HIP 35173 b,Scarlet,Platyhelminthes
HIP 35965 b,Alpine,Annelida
HIP 38594 b,Alpine,Porifera
HIP 38594 c,Scarlet,Nematoda
HIP 39017 b,Scarlet,Pteridophyta
HIP 41378 b,Scarlet,Echinodermata
HIP 41378 c,Desert,Nematoda
HIP 41378 d,Tropical,Chordata
HIP 41378 e,Boreal,Echinodermata
HIP 41378 f,Swamp,Pteridophyta
HIP 4845 b,Boreal,Cnidaria
HIP 48714 b,Boreal,Bryophyta
HIP 5158 b,Alpine,Echinodermata
HIP 5158 c,Tundra,Angiospermae
HIP 54373 b,Scarlet,Bryophyta
HIP 54373 c,Alpine,Bryophyta
HIP 54597 b,Boreal,Platyhelminthes
HIP 55507 b,Scarlet,Pteridophyta
HIP 56640 b,Nemoral,Pteridophyta
HIP 57274 b,Temperate,Annelida
HIP 57274 c,Scarlet,Bryophyta
HIP 57274 d,Tundra,Bryophyta
HIP 5763 b,Desert,Mollusca
HIP 63242 b,Tundra,Annelida
HIP 65 A b,Scarlet,Mollusca
HIP 65407 b,Temperate,Cnidaria
HIP 65407 c,Desert,Mollusca
HIP 65426 b,Swamp,Mollusca
HIP 65891 b,Marshland,Cnidaria
HIP 66074 b,Tropical,Annelida
HIP 67522 b,Marshland,Chordata
HIP 67522 c,Marshland,Annelida
HIP 67537 b,Marshland,Annelida
HIP 67851 b,Scarlet,Porifera
HIP 67851 c,Marshland,Echinodermata
HIP 70849 b,Scarlet,Chordata
HIP 71135 b,Swamp,Platyhelminthes
HIP 74890 b,Tundra,Mollusca
HIP 75092 b,Temperate,Platyhelminthes
HIP 77900 b,Scarlet,Bryophyta
HIP 78530 b,Desert,Echinodermata
HIP 79098 AB b,Alpine,Porifera
HIP 79431 b,Marshland,Porifera
HIP 81208 C b,Scarlet,Arthropoda
HIP 8152 b,Desert,Cnidaria
HIP 8152 c,Marshland,Porifera
HIP 8541 b,Marshland,Arthropoda
HIP 86221 b,Boreal,Mollusca
HIP 90988 b,Marshland,Chordata
HIP 91258 b,Temperate,Porifera
HIP 94235 b,Temperate,Pteridophyta
HIP 948 b,Tundra,Pteridophyta
HIP 9618 b,Tropical,Nematoda
HIP 9618 c,Swamp,Pteridophyta
HIP 97166 b,Swamp,Chordata
HIP 97166 c,Nemoral,Arthropoda
HIP 97233 b,Temperate,Mollusca
HIP 99770 b,Desert,Mollusca
HN Lib b,Alpine,Arthropoda
HN Peg b,Nemoral,Bryophyta
HR 2562 b,Boreal,Pteridophyta
HR 5183 b,Boreal,Arthropoda
HR 810 b,Alpine,Porifera
HR 858 b,Marshland,Chordata
HR 858 c,Swamp,Platyhelminthes
HR 858 d,Scarlet,Platyhelminthes
HR 8799 b,Tropical,Platyhelminthes
HR 8799 c,Scarlet,Annelida
HR 8799 d,Scarlet,Bryophyta
HR 8799 e,Scarlet,Mollusca
HS Psc b,Swamp,Cnidaria
HU Aqr AB b,Alpine,Annelida
HU Aqr AB c,Marshland,Cnidaria
IC 4651 9122 b,Tropical,Annelida
IRAS 04125+2902 b,Boreal,Porifera
ITG 15 b,Boreal,Porifera
K2-10 b,Boreal,Chordata
K2-100 b,Scarlet,Pteridophyta
K2-101 b,Nemoral,Mollusca
K2-102 b,Tropical,Annelida
K2-104 b,Nemoral,Mollusca
K2-105 b,Tundra,Chordata
K2-107 b,Tropical,Platyhelminthes
K2-108 b,Swamp,Bryophyta
K2-11 b,Marshland,Chordata
K2-110 b,Marshland,Mollusca
K2-111 b,Temperate,Angiospermae
K2-111 c,Tropical,Cnidaria
K2-113 b,Alpine,Porifera
K2-114 b,Tundra,Pteridophyta
K2-115 b,Boreal,Chordata
K2-116 b,Swamp,Chordata
K2-117 b,Scarlet,Nematoda
K2-117 c,Nemoral,Bryophyta
K2-118 b,Desert,Chordata
K2-119 b,Scarlet,Chordata
